samples	missing	called	pct_called
sample_0699	5	1743	0.9971395881006865
sample_0700	5	1743	0.9971395881006865
sample_0701	7	1741	0.9959954233409611
sample_0702	32	1716	0.9816933638443935
sample_0703	5	1743	0.9971395881006865
sample_0704	12	1736	0.9931350114416476
sample_0705	9	1739	0.9948512585812357
sample_0706	7	1741	0.9959954233409611
sample_0707	5	1743	0.9971395881006865
sample_0708	9	1739	0.9948512585812357
sample_0709	7	1741	0.9959954233409611
sample_0710	3	1745	0.9982837528604119
sample_0711	10	1738	0.994279176201373
sample_0712	7	1741	0.9959954233409611
sample_0713	9	1739	0.9948512585812357
sample_0714	3	1745	0.9982837528604119
sample_0715	7	1741	0.9959954233409611
sample_0716	7	1741	0.9959954233409611
sample_0717	5	1743	0.9971395881006865
sample_0718	4	1744	0.9977116704805492
sample_0719	7	1741	0.9959954233409611
sample_0720	8	1740	0.9954233409610984
sample_0721	7	1741	0.9959954233409611
sample_0722	17	1731	0.9902745995423341
sample_0723	9	1739	0.9948512585812357
sample_0724	9	1739	0.9948512585812357
sample_0725	5	1743	0.9971395881006865
sample_0726	8	1740	0.9954233409610984
sample_0727	4	1744	0.9977116704805492
sample_0728	6	1742	0.9965675057208238
sample_0729	7	1741	0.9959954233409611
sample_0730	6	1742	0.9965675057208238
sample_0731	5	1743	0.9971395881006865
sample_0732	6	1742	0.9965675057208238
sample_0733	5	1743	0.9971395881006865
sample_0734	5	1743	0.9971395881006865
sample_0735	9	1739	0.9948512585812357
sample_0736	3	1745	0.9982837528604119
sample_0737	7	1741	0.9959954233409611
sample_0738	9	1739	0.9948512585812357
sample_0739	8	1740	0.9954233409610984
sample_0740	8	1740	0.9954233409610984
sample_0741	6	1742	0.9965675057208238
sample_0742	4	1744	0.9977116704805492
sample_0743	5	1743	0.9971395881006865
sample_0744	7	1741	0.9959954233409611
sample_0745	5	1743	0.9971395881006865
sample_0746	6	1742	0.9965675057208238
sample_0747	4	1744	0.9977116704805492
sample_0748	7	1741	0.9959954233409611
sample_0749	8	1740	0.9954233409610984
sample_0750	9	1739	0.9948512585812357
sample_0751	10	1738	0.994279176201373
sample_0752	10	1738	0.994279176201373
sample_0753	5	1743	0.9971395881006865
sample_0754	4	1744	0.9977116704805492
sample_0755	5	1743	0.9971395881006865
sample_0756	5	1743	0.9971395881006865
sample_0757	6	1742	0.9965675057208238
sample_0758	8	1740	0.9954233409610984
sample_0759	9	1739	0.9948512585812357
sample_0760	4	1744	0.9977116704805492
sample_0761	3	1745	0.9982837528604119
sample_0762	9	1739	0.9948512585812357
sample_0763	4	1744	0.9977116704805492
sample_0764	10	1738	0.994279176201373
sample_0765	18	1730	0.9897025171624714
sample_0766	18	1730	0.9897025171624714
sample_0767	18	1730	0.9897025171624714
sample_0768	42	1706	0.9759725400457666
sample_0769	10	1738	0.994279176201373
sample_0770	54	1694	0.9691075514874142
sample_0771	7	1741	0.9959954233409611
sample_0772	5	1743	0.9971395881006865
sample_0773	6	1742	0.9965675057208238
sample_0774	4	1744	0.9977116704805492
sample_0775	4	1744	0.9977116704805492
sample_0776	14	1734	0.9919908466819222
sample_0777	8	1740	0.9954233409610984
sample_0778	6	1742	0.9965675057208238
sample_0779	9	1739	0.9948512585812357
sample_0780	48	1700	0.9725400457665904
sample_0781	8	1740	0.9954233409610984
sample_0782	7	1741	0.9959954233409611
sample_0783	8	1740	0.9954233409610984
sample_0784	4	1744	0.9977116704805492
sample_0785	4	1744	0.9977116704805492
sample_0786	8	1740	0.9954233409610984
sample_0787	4	1744	0.9977116704805492
sample_0788	5	1743	0.9971395881006865
sample_0789	6	1742	0.9965675057208238
sample_0790	7	1741	0.9959954233409611
sample_0791	9	1739	0.9948512585812357
sample_0792	7	1741	0.9959954233409611
sample_0793	37	1711	0.9788329519450801
sample_0794	53	1695	0.9696796338672768
sample_0795	20	1728	0.988558352402746
sample_0796	4	1744	0.9977116704805492
sample_0797	11	1737	0.9937070938215103
sample_0798	5	1743	0.9971395881006865
sample_0799	6	1742	0.9965675057208238
sample_0800	8	1740	0.9954233409610984
sample_0801	11	1737	0.9937070938215103
sample_0802	7	1741	0.9959954233409611
sample_0803	8	1740	0.9954233409610984
sample_0804	3	1745	0.9982837528604119
sample_0805	7	1741	0.9959954233409611
sample_0806	64	1684	0.9633867276887872
sample_0807	8	1740	0.9954233409610984
sample_0808	10	1738	0.994279176201373
sample_0809	7	1741	0.9959954233409611
sample_0810	6	1742	0.9965675057208238
sample_0811	8	1740	0.9954233409610984
sample_0812	9	1739	0.9948512585812357
sample_0813	17	1731	0.9902745995423341
sample_0814	8	1740	0.9954233409610984
sample_0815	10	1738	0.994279176201373
sample_0816	4	1744	0.9977116704805492
sample_0817	4	1744	0.9977116704805492
sample_0818	9	1739	0.9948512585812357
sample_0819	8	1740	0.9954233409610984
sample_0820	6	1742	0.9965675057208238
sample_0821	31	1717	0.9822654462242563
sample_0822	3	1745	0.9982837528604119
sample_0823	9	1739	0.9948512585812357
sample_0824	9	1739	0.9948512585812357
sample_0825	12	1736	0.9931350114416476
sample_0826	11	1737	0.9937070938215103
sample_0827	8	1740	0.9954233409610984
sample_0828	82	1666	0.9530892448512586
sample_0829	6	1742	0.9965675057208238
sample_0830	14	1734	0.9919908466819222
sample_0831	3	1745	0.9982837528604119
sample_0832	4	1744	0.9977116704805492
sample_0833	13	1735	0.9925629290617849
sample_0834	8	1740	0.9954233409610984
sample_0835	9	1739	0.9948512585812357
sample_0836	7	1741	0.9959954233409611
sample_0837	5	1743	0.9971395881006865
sample_0838	3	1745	0.9982837528604119
sample_0839	8	1740	0.9954233409610984
sample_0840	12	1736	0.9931350114416476
sample_0841	33	1715	0.9811212814645309
sample_0842	6	1742	0.9965675057208238
sample_0843	3	1745	0.9982837528604119
sample_0844	7	1741	0.9959954233409611
sample_0845	7	1741	0.9959954233409611
sample_0846	11	1737	0.9937070938215103
sample_0847	6	1742	0.9965675057208238
sample_0848	8	1740	0.9954233409610984
sample_0849	7	1741	0.9959954233409611
sample_0850	10	1738	0.994279176201373
sample_0851	10	1738	0.994279176201373
sample_0852	7	1741	0.9959954233409611
sample_0853	35	1713	0.9799771167048055
sample_0854	9	1739	0.9948512585812357
sample_0855	4	1744	0.9977116704805492
sample_0856	7	1741	0.9959954233409611
sample_0857	5	1743	0.9971395881006865
sample_0858	7	1741	0.9959954233409611
sample_0859	9	1739	0.9948512585812357
sample_0860	14	1734	0.9919908466819222
sample_0861	7	1741	0.9959954233409611
sample_0862	7	1741	0.9959954233409611
sample_0863	7	1741	0.9959954233409611
sample_0864	4	1744	0.9977116704805492
sample_0865	7	1741	0.9959954233409611
