sequence	MST-78x1.0
SRR3350235	G001
SRR3350236	G010
SRR3350237	G006
SRR3350238	G010
SRR3350239	G004
SRR3350240	G012
SRR3350241	G001
SRR3350242	G010
SRR3350243	G010
SRR3350244	G004
SRR3350245	G009
SRR3350246	G027
SRR3350247	G002
SRR3350248	G009
SRR3350249	G001
SRR3350250	G010
SRR3350251	G001
SRR3350252	G009
SRR3350253	G019
SRR3350254	G010
SRR3350255	G001
SRR3350256	G001
SRR3350257	G012
SRR3350258	G002
SRR3350259	G003
SRR3350260	G024
SRR3350261	G001
SRR3350262	G023
SRR3350263	G039
SRR3350264	G010
SRR3350265	G001
SRR3350266	G003
SRR3350268	G010
SRR3350269	G002
SRR3350270	G010
SRR3350271	G031
SRR3350272	G009
SRR3350273	G010
SRR3350274	G002
SRR3350275	G012
SRR3350279	G005
SRR3350280	G003
SRR3350281	G014
SRR3350282	G010
SRR3350283	G011
SRR3350284	G010
SRR3350285	G003
SRR3350286	G001
SRR3350287	G010
SRR3357010	G004
SRR3357011	G002
SRR3357012	G024
SRR3357013	G009
SRR3357014	G066
SRR3357015	G002
SRR3357016	G014
SRR3357017	G002
SRR3357018	G002
SRR3357019	G001
SRR3357020	G001
SRR3357021	G002
SRR3357022	G001
SRR3357023	G006
SRR3357024	G008
SRR3357025	G001
SRR3357026	G002
SRR3357027	G010
SRR3357028	G002
SRR3357029	G012
SRR3357030	G018
SRR3357034	G153
SRR3357035	G001
SRR3357036	G045
SRR3357037	G001
SRR3357038	G002
SRR3357039	G001
SRR3357040	G011
SRR3357041	G002
SRR3357047	G019
SRR3357062	G031
SRR3357073	G006
SRR3357074	G011
SRR3357075	G006
SRR3357076	G001
SRR3357077	G001
SRR3357080	G015
SRR3357094	G001
SRR3357098	G002
SRR3357110	G002
SRR3357111	G031
SRR3357112	G018
SRR3357113	G001
SRR3357114	G001
SRR3357115	G002
SRR3357116	G002
SRR3357130	G015
SRR3357131	G009
SRR3357132	G042
SRR3357133	G006
SRR3357134	G011
SRR3357135	G002
SRR3357136	G003
SRR3357137	G006
SRR3357138	G001
SRR3357139	G042
SRR3357140	G010
SRR3357142	G011
SRR3357143	G003
SRR3357144	G011
SRR3357145	G010
SRR3357146	G003
SRR3357147	G004
SRR3357148	G002
SRR3357149	G009
SRR3357150	G014
SRR3357151	G001
SRR3357152	G001
SRR3357153	G001
SRR3357155	G001
SRR3357156	G001
SRR3357157	G002
SRR3357158	G152
SRR3357159	G002
SRR3357160	G001
SRR3357161	G012
SRR3357162	G002
SRR3357163	G001
SRR3357164	G045
SRR3357165	G009
SRR3357166	G002
SRR3357167	G030
SRR3357168	G004
SRR3357169	G005
SRR3357170	G001
SRR3357171	G012
SRR3357172	G002
SRR3357173	G002
SRR3357174	G001
SRR3357175	G002
SRR3357176	G002
SRR3357177	G023
SRR3357178	G009
SRR3357179	G006
SRR3357180	G010
SRR3357181	G002
SRR3357182	G001
SRR3357183	G004
SRR3357184	G128
SRR3357185	G014
SRR3357186	G002
SRR3357187	G014
SRR3357188	G009
SRR3357190	G005
SRR3357191	G002
SRR3357192	G002
SRR3357193	G011
SRR3357194	G002
SRR3357195	G005
SRR3357196	G004
SRR3357197	G010
SRR3357198	G018
SRR3357199	G012
SRR3357200	G011
SRR3357201	G144
SRR3357202	G002
SRR3357203	G002
SRR3357215	G014
SRR3357229	G080
SRR3357241	G021
SRR3357242	G001
SRR3357243	G006
SRR3357244	G010
SRR3357245	G031
SRR3357246	G018
SRR3357247	G012
SRR3357249	G001
SRR3357250	G001
SRR3357251	G010
SRR3357252	G002
SRR3357253	G015
SRR3357254	G001
SRR3357255	G001
SRR3357256	G001
SRR3357257	G001
SRR3357258	G128
SRR3357259	G012
SRR3357260	G018
SRR3357261	G001
SRR3357262	G025
SRR3357263	G002
SRR3357264	G001
SRR3357265	G002
SRR3357266	G001
SRR3357267	G002
SRR3357268	G001
SRR3357269	G002
SRR3357270	G002
SRR3357271	G001
SRR3357272	G158
SRR3357273	G004
SRR3357274	G002
SRR3357275	G001
SRR3357276	G009
SRR3357277	G002
SRR3357278	G001
SRR3357279	G036
SRR3357280	G003
SRR3357281	G002
SRR3357284	G031
SRR3357285	G001
SRR3357286	G001
SRR3357287	G002
SRR3357288	G002
SRR3357289	G042
SRR3357290	G011
SRR3357291	G014
SRR3357304	G001
SRR3357305	G001
SRR3357306	G012
SRR3357308	G009
SRR3357309	G002
SRR3357310	G001
SRR3357311	G001
SRR3357312	G002
SRR3357313	G006
SRR3357314	G005
SRR3357315	G002
SRR3357316	G001
SRR3357317	G005
SRR3357318	G001
SRR3357331	G001
SRR3357344	G010
SRR3357349	G001
SRR3357350	G011
SRR3357351	G001
SRR3357352	G001
SRR3357353	G010
SRR3357355	G012
SRR3357356	G004
SRR3357357	G011
SRR3357358	G001
SRR3357359	G001
SRR3360286	G011
SRR3360287	G003
SRR3360288	G003
SRR3360289	G038
SRR3360290	G003
SRR3360291	G003
SRR3360292	G003
SRR3360293	G003
SRR3360294	G003
SRR3360295	G003
SRR3360296	G003
SRR3360297	G003
SRR3360298	G003
SRR3360299	G003
SRR3360300	G003
SRR3360301	G003
SRR3360302	G003
SRR3360303	G003
SRR3360304	G003
SRR3360305	G003
SRR3360306	G003
SRR3360307	G003
SRR3360308	G003
SRR3360309	G003
SRR3360310	G003
SRR3360311	G011
SRR3360312	G038
SRR3360313	G003
SRR3360314	G032
SRR3360315	G003
SRR3360316	G003
SRR3360317	G003
SRR3360318	G003
SRR3360319	G032
SRR3360320	G003
SRR3360321	G003
SRR3360322	G032
SRR3360323	G003
SRR3360324	G003
SRR3360325	G003
SRR3360326	G003
SRR3360327	G003
SRR3360328	G003
SRR3360329	G003
SRR3360330	G003
SRR3360331	G003
SRR3360332	G003
SRR3360333	G003
SRR3360334	G003
SRR3360336	G003
SRR3360337	G032
SRR3360338	G003
SRR3360339	G003
SRR3360340	G003
SRR3360341	G003
SRR3360342	G003
SRR3360343	G003
SRR3360344	G003
SRR3360345	G003
SRR3360346	G003
SRR3360347	G003
SRR3360348	G003
SRR3360349	G003
SRR3360350	G003
SRR3360351	G003
SRR3360352	G003
SRR3360353	G003
SRR3360354	G003
SRR3360355	G003
SRR3360356	G003
SRR3360357	G003
SRR3360605	G005
SRR3360606	G019
SRR3360607	G005
SRR3360608	G003
SRR3360609	G001
SRR3360610	G002
SRR3360612	G002
SRR3360613	G026
SRR3360614	G004
SRR3360615	G034
SRR3360616	G002
SRR3360617	G002
SRR3360618	G002
SRR3360619	G002
SRR3360620	G003
SRR3360621	G001
SRR3360622	G002
SRR3360623	G003
SRR3360624	G008
SRR3360625	G019
SRR3360626	G003
SRR3360627	G002
SRR3360628	G002
SRR3360629	G165
SRR3360630	G148
SRR3360631	G003
SRR3360632	G002
SRR3360633	G002
SRR3360634	G165
SRR3360635	G011
SRR3360636	G020
SRR3360637	G013
SRR3360638	G001
SRR3360639	G005
SRR3360640	G001
SRR3360641	G004
SRR3360642	G001
SRR3360643	G012
SRR3360644	G067
SRR3360645	G002
SRR3360646	G065
SRR3360647	G113
SRR3360648	G002
SRR3360649	G005
SRR3360650	G001
SRR3360651	G008
SRR3360652	G155
SRR3360653	G006
SRR3360655	G038
SRR3360656	G003
SRR3360657	G002
SRR3360658	G002
SRR3360659	G002
SRR3360660	G038
SRR3360661	G011
SRR3360662	G017
SRR3360663	G036
SRR3360664	G005
SRR3360666	G003
SRR3360667	G013
SRR3360668	G022
SRR3360669	G001
SRR3360670	G001
SRR3360671	G005
SRR3360672	G008
SRR3360673	G003
SRR3360674	G002
SRR3360675	G005
SRR3360676	G003
SRR3360677	G037
SRR3360678	G019
SRR3360679	G011
SRR3360680	G004
SRR3360681	G002
SRR3360682	G001
SRR3360683	G022
SRR3360684	G002
SRR3360685	G001
SRR3360686	G002
SRR3360687	G124
SRR3360688	G001
SRR3360689	G001
SRR3360690	G011
SRR3360691	G019
SRR3360692	G010
SRR3360693	G002
SRR3360694	G005
SRR3360695	G001
SRR3360696	G011
SRR3360697	G019
SRR3360698	G004
SRR3360699	G038
SRR3360700	G005
SRR3360701	G001
SRR3360702	G002
SRR3360703	G002
SRR3360704	G005
SRR3360705	G022
SRR3360706	G001
SRR3360707	G002
SRR3360708	G001
SRR3360709	G002
SRR3360710	G001
SRR3360711	G002
SRR3360712	G002
SRR3360713	G066
SRR3360714	G002
SRR3360715	G022
SRR3360716	G005
SRR3360717	G001
SRR3360718	G002
SRR3360719	G002
SRR3360720	G005
SRR3360721	G006
SRR3360722	G022
SRR3360723	G002
SRR3360724	G032
SRR3360725	G017
SRR3360726	G012
SRR3360727	G138
SRR3360728	G002
SRR3360729	G003
SRR3360730	G001
SRR3360731	G002
SRR3360732	G032
SRR3360733	G002
SRR3360734	G017
SRR3360736	G008
SRR3360737	G003
SRR3360738	G002
SRR3360739	G003
SRR3360740	G030
SRR3360741	G038
SRR3360743	G002
SRR3360744	G038
SRR3360745	G001
SRR3360746	G001
SRR3360747	G001
SRR3360748	G002
SRR3360749	G024
SRR3360750	G019
SRR3360751	G002
SRR3360752	G002
SRR3360753	G002
SRR3360754	G001
SRR3360755	G002
SRR3360766	G036
SRR3360768	G006
SRR3360769	G002
SRR3360770	G001
SRR3360771	G012
SRR3360772	G013
SRR3360774	G013
SRR3360787	G006
SRR3360800	G001
SRR3360806	G002
SRR3360808	G001
SRR3360809	G014
SRR3360810	G006
SRR3360811	G036
SRR3360812	G003
SRR3360813	G005
SRR3360818	G003
SRR3360819	G007
SRR3360820	G005
SRR3360822	G015
SRR3360823	G018
SRR3360824	G014
SRR3360826	G017
SRR3360827	G036
SRR3360829	G012
SRR3360830	G004
SRR3360831	G028
SRR3360832	G010
SRR3360834	G001
SRR3360835	G006
SRR3360836	G087
SRR3360837	G003
SRR3360839	G003
SRR3360840	G001
SRR3360841	G001
SRR3360842	G004
SRR3360843	G010
SRR3360844	G001
SRR3360845	G011
SRR3360846	G013
SRR3360847	G004
SRR3360849	G003
SRR3360850	G001
SRR3360851	G002
SRR3360852	G006
SRR3360853	G012
SRR3360854	G003
SRR3360855	G001
SRR3360857	G034
SRR3360859	G001
SRR3360861	G009
SRR3360862	G056
SRR3360863	G001
SRR3360864	G010
SRR3360865	G008
SRR3360866	G005
SRR3360867	G034
SRR3360868	G001
SRR3360869	G004
SRR3360870	G002
SRR3360871	G002
SRR3360872	G089
SRR3360873	G001
SRR3360874	G001
SRR3360875	G004
SRR3360876	G087
SRR3360877	G018
SRR3360878	G001
SRR3360879	G001
SRR3360880	G003
SRR3360881	G006
SRR3360883	G076
SRR3360884	G005
SRR3360886	G003
SRR3360887	G001
SRR3360888	G006
SRR3360889	G002
SRR3360890	G156
SRR3360891	G002
SRR3360892	G001
SRR3360893	G013
SRR3360894	G008
SRR3360895	G015
SRR3360896	G003
SRR3360897	G010
SRR3360902	G002
SRR3360903	G003
SRR3360904	G024
SRR3360905	G001
SRR3360906	G023
SRR3360907	G002
SRR3360908	G001
SRR3360909	G023
SRR3360910	G017
SRR3360911	G003
SRR3360913	G026
SRR3360914	G001
SRR3360915	G001
SRR3360917	G098
SRR3360918	G018
SRR3360919	G010
SRR3360920	G001
SRR3360921	G026
SRR3360922	G010
SRR3360924	G065
SRR3360925	G001
SRR3360926	G006
SRR3360927	G002
SRR3360929	G006
SRR3360930	G005
SRR3360932	G004
SRR3360933	G001
SRR3360935	G002
SRR3360936	G089
SRR3360937	G006
SRR3360939	G030
SRR3360940	G004
SRR3360941	G003
SRR3360942	G116
SRR3360943	G036
SRR3360944	G002
SRR3360946	G012
SRR3360947	G036
SRR3360948	G005
SRR3360949	G005
SRR3360950	G012
SRR3360951	G002
SRR3360952	G003
SRR3360953	G001
SRR3360954	G012
SRR3360956	G002
SRR3360957	G013
SRR3360958	G003
SRR3360959	G003
SRR3360960	G001
SRR3360961	G012
SRR3360962	G001
SRR3360963	G009
SRR3360964	G012
SRR3360965	G001
SRR3360966	G012
SRR3360967	G089
SRR3360968	G017
SRR3360969	G059
SRR3360970	G013
SRR3360971	G009
SRR3360972	G003
SRR3360973	G011
SRR3360974	G001
SRR3360975	G001
SRR3360976	G019
SRR3360977	G004
SRR3360978	G004
SRR3360979	G050
SRR3360980	G013
SRR3360981	G006
SRR3360982	G180
SRR3360983	G013
SRR3360984	G013
SRR3360985	G015
SRR3360986	G011
SRR3360987	G001
SRR3360989	G001
SRR3360990	G009
SRR3360991	G089
SRR3360993	G012
SRR3360994	G050
SRR3360995	G001
SRR3360996	G002
SRR3360997	G007
SRR3360998	G002
SRR3360999	G001
SRR3361000	G017
SRR3361001	G002
SRR3361002	G005
SRR3361003	G012
SRR3361011	G007
SRR3361012	G001
SRR3361021	G001
SRR3361022	G012
SRR3361023	G004
SRR3361024	G005
SRR3361025	G009
SRR3361026	G001
SRR3361027	G001
SRR3361029	G001
SRR3361031	G030
SRR3361044	G001
SRR3361056	G002
SRR3361070	G005
SRR3361071	G001
SRR3361072	G001
SRR3361073	G001
SRR3361074	G004
SRR3361075	G001
SRR3361083	G004
SRR3361096	G030
SRR3361098	G001
SRR3361099	G004
SRR3361100	G005
SRR3361101	G001
SRR3361102	G001
SRR3361103	G005
SRR3361104	G005
SRR3361105	G001
SRR3361108	G001
SRR3361109	G004
SRR3361110	G001
SRR3361112	G002
SRR3361113	G004
SRR3361114	G004
SRR3361115	G045
SRR3361116	G004
SRR3361118	G001
SRR3361119	G010
SRR3361120	G030
SRR3361121	G001
SRR3361122	G001
SRR3361123	G001
SRR3361124	G001
SRR3361125	G004
SRR3361126	G033
SRR3361128	G005
SRR3361129	G084
SRR3361130	G001
SRR3361131	G001
SRR3361132	G001
SRR3361133	G001
SRR3361134	G001
SRR3361135	G033
SRR3361136	G012
SRR3361137	G001
SRR3361138	G002
SRR3361139	G003
SRR3361140	G001
SRR3361141	G002
SRR3361142	G001
SRR3361143	G010
SRR3361144	G001
SRR3361145	G002
SRR3361146	G012
SRR3361147	G001
SRR3361148	G001
SRR3361149	G001
SRR3361150	G005
SRR3361151	G009
SRR3361152	G001
SRR3361154	G001
SRR3361155	G004
SRR3361156	G002
SRR3361157	G004
SRR3361158	G001
SRR3361159	G002
SRR3361160	G005
SRR3361161	G001
SRR3361162	G037
SRR3361164	G001
SRR3361165	G001
SRR3361166	G030
SRR3361167	G001
SRR3361168	G052
SRR3361169	G001
SRR3361170	G037
SRR3361171	G002
SRR3361172	G002
SRR3361173	G001
SRR3361174	G018
SRR3361175	G012
SRR3361176	G012
SRR3361177	G001
SRR3361178	G001
SRR3361179	G001
SRR3361180	G018
SRR3361181	G001
SRR3361204	G001
SRR3361205	G001
SRR3361206	G018
SRR3361207	G001
SRR3361208	G001
SRR3361209	G001
SRR3361211	G001
SRR3361212	G004
SRR3361213	G005
SRR3361214	G001
SRR3361215	G010
SRR3361216	G001
SRR3361217	G001
SRR3361218	G002
SRR3361219	G037
SRR3361220	G002
SRR3361221	G003
SRR3361222	G002
SRR3361223	G024
SRR3361224	G001
SRR3361225	G011
SRR3361226	G011
SRR3361227	G001
SRR3361228	G001
SRR3361229	G012
SRR3361230	G018
SRR3361231	G011
SRR3361232	G005
SRR3361233	G004
SRR3361234	G001
SRR3361235	G012
SRR3361236	G001
SRR3361237	G004
SRR3361238	G001
SRR3361239	G030
SRR3361240	G001
SRR3361241	G005
SRR3361242	G004
SRR3361243	G001
SRR3361244	G022
SRR3361245	G010
SRR3361246	G001
SRR3361247	G004
SRR3361248	G005
SRR3361249	G022
SRR3361250	G012
SRR3361251	G001
SRR3361252	G052
SRR3361253	G023
SRR3361254	G146
SRR3361255	G004
SRR3361256	G001
SRR3361257	G012
SRR3361258	G020
SRR3361259	G012
SRR3361260	G012
SRR3361261	G011
SRR3361262	G004
SRR3361263	G010
SRR3361264	G001
SRR3361265	G012
SRR3361266	G001
SRR3361267	G002
SRR3361268	G001
SRR3361269	G005
SRR3361270	G012
SRR3361271	G001
SRR3361272	G001
SRR3361273	G010
SRR3361274	G001
SRR3361275	G001
SRR3361276	G001
SRR3361277	G001
SRR3361278	G001
SRR3361279	G005
SRR3361280	G002
SRR3361281	G001
SRR3361282	G001
SRR3361283	G010
SRR3361284	G011
SRR3361285	G001
SRR3361286	G003
SRR3361287	G001
SRR3361288	G010
SRR3361289	G004
SRR3361290	G001
SRR3361291	G004
SRR3361292	G001
SRR3361293	G005
SRR3361294	G004
SRR3361295	G005
SRR3361296	G001
SRR3361297	G001
SRR3361298	G004
SRR3361299	G012
SRR3361300	G010
SRR3361301	G002
SRR3361302	G010
SRR3361307	G001
SRR3361308	G003
SRR3361309	G003
SRR3361310	G002
SRR3361311	G002
SRR3361312	G002
SRR3361313	G003
SRR3361314	G005
SRR3361315	G024
SRR3361316	G032
SRR3361317	G005
SRR3361318	G003
SRR3361319	G067
SRR3361320	G036
SRR3361321	G002
SRR3361322	G129
SRR3361323	G032
SRR3361324	G005
SRR3361325	G002
SRR3361326	G017
SRR3361327	G003
SRR3361328	G024
SRR3361329	G002
SRR3361331	G132
SRR3361333	G007
SRR3361334	G001
SRR3361335	G011
SRR3361336	G005
SRR3361337	G002
SRR3361338	G054
SRR3361339	G003
SRR3361340	G001
SRR3361341	G008
SRR3361342	G002
SRR3361343	G022
SRR3361344	G002
SRR3361345	G058
SRR3361346	G013
SRR3361347	G002
SRR3361348	G002
SRR3361349	G001
SRR3361350	G022
SRR3361351	G005
SRR3361352	G150
SRR3361353	G001
SRR3361354	G002
SRR3361355	G001
SRR3361356	G002
SRR3361357	G155
LG0186	G005
LG0199	G005
LG0205	G005
LG0211	G005
LG0261	G005
LG0273	G005
LG0285	G005
LG0311	G005
LG0353	G005
LG0355	G005
LG0383	G005
LG0394	G005
LG0458	G005
LG0463	G005
LG0465	G005
LG0493	G005
LG0516	G005
LG0541	G005
LG0621	G005
LG0633	G005
LG0640	G005
LG0660	G005
LG0671	G005
LG0675	G005
LG0735	G005
LG0751	G005
LG0790	G005
LG0795	G005
LG0910	G005
LG0931	G005
LG0989	G005
LG1091	G005
LG1094	G005
LG1114	G005
LG1126	G005
LG1132	G005
LG1133	G005
LG1137	G005
LG1197	G005
LG1248	G005
LG1274	G005
LG1289	G005
LG1291	G005
LG1295	G005
LG1342	G005
LG1346	G005
LG1349	G005
LG1365	G005
LG1375	G005
LG1423	G005
LG1477	G005
LG1548	G005
LG1580	G005
LG1619	G005
LG1628	G005
LG1630	G005
LG1635	G005
LG1636	G005
LG1644	G005
LG1687	G005
LG1719	G005
LG1721	G005
LG1736	G005
LG1737	G005
LG1739	G005
LG1740	G005
LG1745	G005
LG1757	G005
LG1781	G005
LG1799	G005
LG1810	G005
LG1834	G005
LG1850	G005
LG1861	G005
LG1865	G005
NS008	G007
NS028	G007
NS031	G007
NS055	G007
NS056	G007
NS101	G007
NS105	G007
S006	G007
S041	G007
S058	G007
S073	G007
S078	G007
S079	G007
S081	G007
S086	G007
S092	G007
S096	G007
S098	G007
S100	G007
S105	G007
S106	G007
S135	G007
S141	G007
S142	G007
S149	G007
S151	G007
S152	G007
S153a	G007
S154	G007
S155	G007
S158	G007
S163	G007
S184	G007
S201	G007
S203	G007
S206	G007
S207	G007
S217	G007
S241	G007
S253	G007
S255	G007
S256	G007
S257	G007
S276	G007
S278	G007
S280	G007
S281	G007
S283	G007
S288	G007
S289	G007
S290	G007
S292	G007
S293	G007
S302	G007
S306	G007
S308	G007
S310	G007
S311	G007
S316	G007
S317	G007
S319	G007
S320	G007
S329	G007
S330	G007
S339	G007
S343	G007
S346	G007
S349	G007
S350	G007
S352	G007
S353	G007
S358	G007
S359	G007
S360	G007
S361	G007
S364	G007
S366	G007
S368	G007
S373	G007
S377	G007
S378	G007
S380	G007
S382	G007
S387	G007
S397	G007
S399	G007
S401	G007
S405	G007
S406	G007
S407	G007
S414	G007
S415	G007
S416	G007
S417	G007
S418	G007
S419	G007
S423	G007
S424	G007
S425	G007
S427	G007
S430	G007
S433	G007
S438	G007
S441	G007
S445	G007
S446	G007
S448	G007
S449	G007
S453	G007
S458	G007
S461	G007
S463	G007
S464	G007
S465	G007
S466	G007
S474	G007
S478	G007
S481	G007
S488	G007
S491	G007
S492	G007
S493	G007
S508	G007
S509	G007
S511	G007
S514	G007
S515	G007
S517	G007
S522	G007
S524	G007
S525	G007
S526	G007
W0065	G005
W0185	G005
W0204	G005
W0239	G005
W0251	G005
W0255	G005
W0264	G005
W0296	G005
W0306	G005
W0362	G005
W0370	G005
W0420	G005
W0550	G005
W0560	G005
W0561	G005
W0563	G005
W0569	G005
W0587	G005
W0592	G005
W0603	G005
W0604	G005
W0613	G005
W0627	G005
W0725	G005
W0749	G005
W0751	G005
W0761	G005
W0762	G005
W0789	G005
W0885	G005
G7944	G060
G97687	G060
2004-04_2	G001
2004-06_3	G001
2005-02_5	G001
2006-07_7	G001
2006-08_8	G001
2006-11_9	G001
2007-03_11	G001
2007-03_12	G001
2007-06_97	G001
2007-07_94	G001
2007-08_13	G001
2007-08_14	G001
2007-12_1	G001
2009-06_15	G001
2012-07_98	G001
2012-09_99	G001
2013-08_100	G001
2014-04_61	G001
2014-04_62	G001
2014-04_63	G001
2014-06_16	G001
2014-06_64	G001
2014-06_65	G001
2014-08_66	G001
2014-10_67	G001
2014-10_68	G001
2014-10_69	G001
2014-11_17	G001
2015-01_18	G001
2015-02_19	G001
2015-02_20	G001
2015-02_42	G001
2015-03_21	G001
2015-03_22	G001
2015-06_23	G001
2015-06_25	G001
2015-06_70	G001
2015-07_101	G001
2015-07_26	G001
2015-07_27	G001
2015-08_28	G001
2015-09_29	G001
2015-09_30	G001
2015-09_32	G001
2015-10_31	G001
2015-10_33	G001
2015-10_34	G001
2015-10_35	G001
2015-11_36	G001
2015-11_37	G001
2015-12_38	G001
2015-12_39	G001
2015-12_40	G001
2015-12_43	G001
2016-01_44	G001
2016-02_41	G001
2016-02_45	G001
2016-02_46	G001
2016-02_47	G001
2016-02_48	G001
2016-02_73	G001
2016-03_49	G001
2016-03_50	G001
2016-03_51	G001
2016-03_52	G001
2016-03_53	G001
2016-03_54	G001
2016-03_55	G001
2016-04_56	G001
2016-04_57	G001
2016-04_58	G001
2016-06_59	G001
2016-06_60	G001
2016-07_71	G001
2016-07_72	G001
2016-07_74	G001
2016-07_75	G001
2016-07_76	G001
2016-08_77	G001
2016-08_79	G001
2016-09_78	G001
2016-10_80	G001
2016-10_81	G001
2016-10_82	G001
2016-10_83	G001
2016-11_84	G001
2017-01_85	G001
2017-02_86	G001
2017-02_87	G001
2017-02_88	G001
2017-02_89	G001
2017-02_90	G001
2017-02_91	G001
2017-02_92	G001
ECDC_RB13000536	G010
ECDC_RB13000537	G001
ECDC_RB13000567	G001
ECDC_RB13000568	G001
ECDC_RB13000570	G001
ECDC_RB13000571	G010
ECDC_RB13000572	G004
ECDC_RB13000573	G045
ECDC_RB13000574	G009
ECDC_RB13000575	G001
ECDC_RB13001465	G016
ECDC_RB13001466	G003
ECDC_RB13001468	G094
ECDC_RB13001469	G003
ECDC_RB13001471	G004
ECDC_RB13001472	G094
ECDC_RB13001473	G004
ECDC_RB13001474	G003
ECDC_RB13001516	G003
ECDC_RB13001545	G001
ECDC_RB13001546	G018
ECDC_RB13001547	G001
ECDC_RB13001550	G003
ECDC_RB13001559	G001
ECDC_RB13001571	G012
ECDC_RB13001572	G001
ECDC_RB13001573	G012
ECDC_RB13001574	G011
ECDC_RB13001584	G001
ECDC_RB13001585	G095
ECDC_RB13001669	G002
ECDC_RB13001678	G001
ECDC_RB13001679	G006
ECDC_RB13001691	G013
ECDC_RB13001695	G003
ECDC_RB13001950	G147
ECDC_RB13001951	G001
ECDC_RB13001952	G012
ECDC_RB13001954	G004
ECDC_RB13001955	G001
ECDC_RB13001956	G039
ECDC_RB13001957	G009
ECDC_RB13001958	G009
ECDC_RB13001959	G001
ECDC_RB13001960	G001
ECDC_RB13001961	G001
ECDC_RB13001962	G004
ECDC_RB13001963	G001
ECDC_RB13001964	G010
ECDC_RB13001965	G038
ECDC_RB13001967	G027
ECDC_RB13001969	G004
ECDC_RB13001970	G110
ECDC_RB13001971	G011
ECDC_RB13001972	G006
ECDC_RB13001973	G010
ECDC_RB13001975	G011
ECDC_RB13001976	G009
ECDC_RB13001978	G012
ECDC_RB13001979	G004
ECDC_RB13001980	G012
ECDC_RB13001981	G011
ECDC_RB13001982	G011
ECDC_RB13001983	G070
ECDC_RB13001985	G009
ECDC_RB13001986	G011
ECDC_RB13001987	G001
ECDC_RB13001990	G006
ECDC_RB13001991	G009
ECDC_RB13001992	G010
ECDC_RB13001993	G011
ECDC_RB13001995	G010
ECDC_RB13001996	G001
ECDC_RB13001997	G004
ECDC_RB13001998	G009
ECDC_RB13001999	G001
ECDC_RB13002019	G022
ECDC_RB13002064	G172
ECDC_RB13002065	G172
ECDC_RB13002066	G003
ECDC_RB13002081	G018
ECDC_RB13002115	G003
ECDC_RB13002116	G003
ECDC_RB13002130	G002
ECDC_RB13002142	G002
ECDC_RB13002150	G009
ECDC_RB13002151	G017
ECDC_RB13002200	G001
ECDC_RB13002201	G003
ECDC_RB13002204	G003
ECDC_RB13002208	G001
ECDC_RB13002252	G003
ECDC_RB13002254	G001
ECDC_RB13002255	G178
ECDC_RB13002308	G001
ECDC_RB13002309	G003
ECDC_RB13002310	G001
ECDC_RB13002311	G001
ECDC_RB13002323	G017
ECDC_RB13002324	G003
ECDC_RB13002397	G001
ECDC_RB13002398	G010
ECDC_RB13002399	G002
