sequence	root_dist-25x1.0	root_dist-26x1.0	root_dist-27x1.0	root_dist-28x1.0	root_dist-29x1.0	root_dist-30x1.0	root_dist-31x1.0	root_dist-32x1.0	root_dist-33x1.0	root_dist-34x1.0	root_dist-35x1.0	root_dist-36x1.0	root_dist-37x1.0	root_dist-38x1.0	root_dist-39x1.0	root_dist-40x1.0	root_dist-41x1.0	root_dist-42x1.0	root_dist-43x1.0	root_dist-44x1.0	root_dist-45x1.0	root_dist-46x1.0	root_dist-47x1.0	root_dist-48x1.0	root_dist-49x1.0	root_dist-50x1.0	root_dist-51x1.0	root_dist-52x1.0	root_dist-53x1.0	root_dist-54x1.0	root_dist-55x1.0	root_dist-56x1.0	root_dist-57x1.0	root_dist-58x1.0	root_dist-59x1.0	root_dist-60x1.0	root_dist-61x1.0	root_dist-62x1.0	root_dist-63x1.0	root_dist-64x1.0	root_dist-65x1.0	root_dist-66x1.0	root_dist-67x1.0	root_dist-68x1.0	root_dist-69x1.0	avg_clade-1x1.0	max_clade-2x1.0
Portugal/PT21481/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	95	84	62	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	833	731
Portugal/PT21760/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	95	83	61	45	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	803	729
Portugal/PT21759/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	95	83	61	45	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	803	729
Portugal/PT22887/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	95	83	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	803	730
Portugal/PT22933/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	95	83	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	803	730
Portugal/PT22809/2021	1	1	1	1	1	1	1	1	2	5	29	63	75	84	81	71	65	70	singleton	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	924	singleton
Portugal/PT22364/2021	1	1	1	1	1	1	1	1	2	5	29	63	75	83	80	70	64	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	891	singleton
Portugal/PT20704/2021	1	1	1	1	1	1	1	1	2	5	29	63	75	83	80	70	64	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	891	singleton
Portugal/PT21014/2021	1	1	1	1	1	1	1	1	2	5	29	63	73	80	77	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	925	744
Portugal/PT23546/2021	1	1	1	1	1	1	1	1	2	5	29	63	69	75	73	64	59	65	56	45	37	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	836	548
Portugal/PT23575/2021	1	1	1	1	1	1	1	1	2	5	29	63	69	75	73	64	59	65	56	45	37	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	836	548
Portugal/PT21461/2021	1	1	1	1	1	1	1	1	2	5	29	63	69	74	71	62	57	63	54	41	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	893	743
Portugal/PT20656/2021	1	1	1	1	1	1	1	1	2	5	29	63	68	73	70	61	56	61	52	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	755	544
Portugal/PT22839/2021	1	1	1	1	1	1	1	1	2	5	29	63	68	73	70	61	56	61	52	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	755	544
Portugal/PT23904/2021	1	1	1	1	1	1	1	1	2	5	29	55	58	singleton	singleton	singleton	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	926	singleton
Portugal/PT20887/2021	1	1	1	1	1	1	1	1	2	5	29	55	58	singleton	241	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	926	singleton
Portugal/PT24006/2021	1	1	1	1	1	1	1	1	2	5	29	54	57	62	59	53	49	singleton	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	927	singleton
Portugal/PT22605/2021	1	1	1	1	1	1	1	1	2	5	29	singleton	singleton	singleton	singleton	singleton	singleton	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22304/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	34	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1021
Portugal/PT22881/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	34	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1021
Portugal/PT21445/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1022
Portugal/PT21347/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1022
Portugal/PT22402/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1111
Portugal/PT22342/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1111
Portugal/PT21223/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	927
Portugal/PT21213/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	927
Portugal/PT21589/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	927
Portugal/PT21283/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	927
Portugal/PT21708/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	927
Portugal/PT21278/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	927
Portugal/PT21535/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	927
Portugal/PT22344/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	1037
Portugal/PT22555/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	1037
Portugal/PT22569/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	singleton
Portugal/PT24327/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	281	243	200	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	856	862
Portugal/PT24318/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	281	243	200	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	856	862
Portugal/PT22673/2021	1	1	1	1	1	1	1	1	8	21	68	139	163	188	202	205	224	255	261	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	913	singleton
Portugal/PT22579/2021	1	1	1	1	1	1	1	1	8	21	68	139	163	188	202	205	224	253	259	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	878	1206
Portugal/PT22580/2021	1	1	1	1	1	1	1	1	8	21	68	139	163	188	202	205	224	253	259	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	878	1206
Portugal/PT22208/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	201	219	250	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	879	singleton
Portugal/PT20584/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	248	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21023/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	950	1190
Portugal/PT21020/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	950	1190
Portugal/PT22749/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	194	196	214	240	234	209	181	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	916	682
Portugal/PT21909/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	193	195	213	239	233	208	180	156	123	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	952	792
Portugal/PT22707/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	193	195	213	239	233	208	180	156	123	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	952	792
Portugal/PT23998/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	193	singleton	singleton	singleton	singleton	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	953	singleton
Portugal/PT24004/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	193	singleton	singleton	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	953	singleton
Portugal/PT22183/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	192	singleton	singleton	singleton	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	954	singleton
Portugal/PT22134/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	186	188	206	228	220	197	173	149	118	99	98	69	71	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	955	681
Portugal/PT22133/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	186	188	206	228	220	197	173	149	118	99	98	69	71	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	955	681
Portugal/PT22329/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	185	186	203	225	217	193	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	882	singleton
Portugal/PT21132/2021	1	1	1	1	1	1	1	1	8	21	63	132	156	179	182	183	199	221	213	189	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	917	866
Portugal/PT22913/2021	1	1	1	1	1	1	1	1	8	21	63	132	154	177	180	181	197	219	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	826	934
Portugal/PT22920/2021	1	1	1	1	1	1	1	1	8	21	63	132	154	177	180	181	197	219	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	826	934
Portugal/PT23431/2021	1	1	1	1	1	1	1	1	8	21	63	132	154	177	179	180	195	217	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	919	991
Portugal/PT22266/2021	1	1	1	1	1	1	1	1	8	21	63	132	154	177	179	180	192	215	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23628/2021	1	1	1	1	1	1	1	1	8	21	63	130	152	175	177	178	190	214	210	187	164	142	114	95	94	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	957	935
Portugal/PT20549/2021	1	1	1	1	1	1	1	1	8	21	63	129	151	174	176	177	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	920	993
Portugal/PT21648/2021	1	1	1	1	1	1	1	1	8	21	63	129	151	174	176	177	188	213	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	958	singleton
Portugal/PT21387/2021	1	1	1	1	1	1	1	1	8	21	63	127	149	172	174	175	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	960	singleton
Portugal/PT20807/2021	1	1	1	1	1	1	1	1	8	21	63	singleton	singleton	225	241	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	961	singleton
Portugal/PT23498/2021	1	1	1	1	1	1	1	1	8	21	62	118	139	160	163	164	174	199	196	174	149	128	101	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	799	577
Portugal/PT23970/2021	1	1	1	1	1	1	1	1	8	21	62	117	138	158	161	162	172	197	193	171	146	124	99	84	84	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	862	780
Portugal/PT24652/2021	1	1	1	1	1	1	1	1	8	21	62	117	138	158	161	162	172	197	193	171	146	124	99	84	84	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	862	780
Portugal/PT22524/2021	1	1	1	1	1	1	1	1	8	21	62	117	138	158	161	162	172	197	193	171	145	123	98	83	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	962	782
Portugal/PT21583/2021	1	1	1	1	1	1	1	1	8	21	62	117	138	158	161	162	172	197	193	171	145	123	98	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	963	781
Portugal/PT21728/2021	1	1	1	1	1	1	1	1	8	21	62	117	138	158	161	162	172	197	193	171	145	123	98	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	963	781
Portugal/PT21594/2021	1	1	1	1	1	1	1	1	8	21	62	117	138	158	161	162	172	197	193	171	144	122	97	82	82	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	884	667
Portugal/PT21637/2021	1	1	1	1	1	1	1	1	8	21	62	117	138	158	161	162	172	197	193	171	144	122	97	82	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	884	667
Portugal/PT21004/2021	1	1	1	1	1	1	1	1	8	21	62	116	137	157	160	161	171	196	192	170	142	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	964	576
Portugal/PT22794/2021	1	1	1	1	1	1	1	1	8	21	62	116	137	157	160	161	171	196	192	169	141	120	95	80	singleton	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	965	singleton
Portugal/PT21053/2021	1	1	1	1	1	1	1	1	8	21	62	114	131	151	154	157	166	191	187	161	135	116	91	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	664	463
Portugal/PT21056/2021	1	1	1	1	1	1	1	1	8	21	62	114	131	151	154	157	166	191	187	161	135	116	91	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	664	463
Portugal/PT21321/2021	1	1	1	1	1	1	1	1	8	21	62	114	131	151	154	157	166	191	187	161	135	116	91	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	664	463
Portugal/PT20966/2021	1	1	1	1	1	1	1	1	8	20	56	98	116	133	135	137	148	174	169	145	122	103	81	67	67	42	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	966	925
Portugal/PT20972/2021	1	1	1	1	1	1	1	1	8	20	56	98	116	133	135	137	148	174	169	145	122	103	81	67	67	42	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	966	925
Portugal/PT20974/2021	1	1	1	1	1	1	1	1	8	20	56	98	116	133	135	137	148	174	169	145	122	103	81	67	67	42	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22645/2021	1	1	1	1	1	1	1	1	8	20	56	98	116	133	135	137	148	174	169	145	122	103	81	67	67	42	39	25	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	776	660
Portugal/PT22646/2021	1	1	1	1	1	1	1	1	8	20	56	98	116	133	135	137	148	174	169	145	122	103	81	67	67	42	39	25	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	776	660
Portugal/PT22396/2021	1	1	1	1	1	1	1	1	8	20	56	98	116	133	133	134	144	170	165	140	113	90	72	56	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	831	1071
Portugal/PT22404/2021	1	1	1	1	1	1	1	1	8	20	56	98	116	133	133	134	144	170	165	140	113	90	72	56	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	831	1071
Portugal/PT24114/2021	1	1	1	1	1	1	1	1	8	19	54	96	114	130	130	131	139	163	158	131	104	77	56	42	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	366	1143
Portugal/PT24191/2021	1	1	1	1	1	1	1	1	8	19	54	96	114	130	130	131	139	163	158	131	104	77	56	42	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	366	1143
Portugal/PT23622/2021	1	1	1	1	1	1	1	1	8	19	54	96	114	130	130	131	139	163	158	131	104	77	56	42	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	366	1143
Portugal/PT23633/2021	1	1	1	1	1	1	1	1	8	19	54	96	114	130	130	131	139	163	158	131	104	77	56	42	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	366	1143
Portugal/PT24021/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	95	86	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	890	singleton
Portugal/PT21456/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	95	84	62	46	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	833	839
Portugal/PT22454/2021	1	1	1	1	1	1	1	1	2	5	29	63	75	singleton	singleton	singleton	singleton	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20743/2021	1	1	1	1	1	1	1	1	2	5	29	63	75	84	81	71	65	70	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	924	singleton
Portugal/PT21562/2021	1	1	1	1	1	1	1	1	2	5	29	63	73	80	77	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	925	744
Portugal/PT21561/2021	1	1	1	1	1	1	1	1	2	5	29	63	73	80	77	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	925	744
Portugal/PT24540/2021	1	1	1	1	1	1	1	1	2	5	29	63	singleton	singleton	singleton	singleton	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21901/2021	1	1	1	1	1	1	1	1	2	5	29	63	69	74	71	62	57	63	54	41	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	893	743
Portugal/PT20719/2021	1	1	1	1	1	1	1	1	2	5	29	63	68	73	70	61	56	61	52	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	755	544
Portugal/PT23331/2021	1	1	1	1	1	1	1	1	2	5	29	63	68	73	70	61	56	61	52	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	755	544
Portugal/PT24033/2021	1	1	1	1	1	1	1	1	2	5	29	54	57	62	59	53	49	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	927	1112
Portugal/PT24012/2021	1	1	1	1	1	1	1	1	2	5	29	54	57	62	59	53	49	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	927	1112
Portugal/PT21438/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1022
Portugal/PT21689/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1022
Portugal/PT21420/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1022
Portugal/PT26419/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	singleton
Portugal/PT22738/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	singleton
Portugal/PT23156/2021	1	1	1	1	1	1	1	1	2	5	28	36	38	40	39	34	33	38	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	673	1141
Portugal/PT23481/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	singleton
Portugal/PT21217/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	1081
Portugal/PT21858/2021	1	1	1	1	1	1	1	1	8	22	83	158	182	207	221	223	243	270	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	742	1081
Portugal/PT21231/2021	1	1	1	1	1	1	1	1	8	21	68	139	163	188	202	205	224	254	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	948	1229
Portugal/PT23271/2021	1	1	1	1	1	1	1	1	8	21	68	139	163	188	202	205	224	254	260	229	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	948	singleton
Portugal/PT23735/2021	1	1	1	1	1	1	1	1	8	21	68	139	163	188	202	205	224	254	260	229	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	948	singleton
Portugal/PT23880/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	201	219	251	255	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	949	1207
Portugal/PT23864/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	201	219	251	255	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	949	1207
Portugal/PT23388/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	201	219	250	254	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	879	singleton
Portugal/PT21031/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	248	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22853/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	245	238	215	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22191/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	245	238	214	186	160	124	103	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	951	1187
Portugal/PT22192/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	245	238	214	186	160	124	103	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	951	1187
Portugal/PT22185/2021	1	1	1	1	1	1	1	1	8	21	65	136	160	184	198	200	218	245	238	214	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	951	1188
Portugal/PT23730/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	192	194	212	238	232	207	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	954	869
Portugal/PT22757/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	191	193	211	237	231	206	179	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	983	870
Portugal/PT22758/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	191	193	211	237	231	206	179	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	983	870
Portugal/PT22889/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	186	188	206	228	singleton	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	984	singleton
Portugal/PT22541/2021	1	1	1	1	1	1	1	1	8	21	63	133	157	180	186	188	206	228	221	198	174	150	119	100	99	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	985	singleton
