partition	cluster	cluster_length	samples	lineage	clade_membership	first_seq_date	last_seq_date	timespan_days	n_Health_region	Health_region	S1_mutations
max_clade-2x1.0	1098	14	Portugal/PT25091/2022,Portugal/PT27687/2022,Portugal/PT25412/2022,Portugal/PT25399/2022,Portugal/PT25956/2022,Portugal/PT26575/2022,Portugal/PT26439/2022,Portugal/PT25993/2022,Portugal/PT27940/2022,Portugal/PT27635/2022,Portugal/PT27890/2022,Portugal/PT27526/2022,Portugal/PT26585/2022,Portugal/PT25911/2022	BA.1 (100.0%) (n = 14)	21K (Omicron) (100.0%) (n = 14)	2022-01-02	2022-02-08	37	3	LX V TEJO (50.0%), CENTRO (35.7%), NORTE (14.3%) (n = 14)	27.00 (100.0%) (n = 14)
max_clade-2x1.0	55	2	Portugal/PT25201/2022,Portugal/PT25460/2022	BA.2 (100.0%) (n = 2)	21L (Omicron) (100.0%) (n = 2)	2022-01-02	2022-01-10	8	1	ALGARVE (100.0%) (n = 2)	24.00 (100.0%) (n = 2)
max_clade-2x1.0	628	2	Portugal/PT21239/2021,Portugal/PT21299/2021	AY.5 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-14	2021-11-15	1	2	ALENTEJO (50.0%), LX V TEJO (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	588	2	Portugal/PT25690/2022,Portugal/PT25688/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-10	2022-01-10	0	1	ACORES-RA (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	435	5	Portugal/PT21802/2021,Portugal/PT21663/2021,Portugal/PT23425/2021,Portugal/PT21694/2021,Portugal/PT21662/2021	AY.43 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-16	2021-12-01	15	3	LX V TEJO (40.0%), NORTE (40.0%), CENTRO (20.0%) (n = 5)	7.00 (80.0%), 8.00 (20.0%) (n = 5)
max_clade-2x1.0	285	2	Portugal/PT22743/2021,Portugal/PT22744/2021	AY.102 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-27	2021-11-27	0	1	LX V TEJO (100.0%) (n = 2)	11.00 (50.0%), 10.00 (50.0%) (n = 2)
max_clade-2x1.0	407	2	Portugal/PT24530/2021,Portugal/PT25273/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-26	2022-01-03	8	2	ALGARVE (50.0%), MADEIRA-RA (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	690	15	Portugal/PT26475/2022,Portugal/PT27433/2022,Portugal/PT26480/2022,Portugal/PT24823/2022,Portugal/PT24829/2022,Portugal/PT25739/2022,Portugal/PT26707/2022,Portugal/PT26696/2022,Portugal/PT26697/2022,Portugal/PT27062/2022,Portugal/PT26457/2022,Portugal/PT26391/2022,Portugal/PT25931/2022,Portugal/PT26288/2022,Portugal/PT26005/2022	BA.1 (100.0%) (n = 15)	21K (Omicron) (100.0%) (n = 15)	2022-01-02	2022-02-01	30	5	LX V TEJO (46.7%), ALENTEJO (33.3%), CENTRO (6.7%), ALGARVE (6.7%), NORTE (6.7%) (n = 15)	27.00 (100.0%) (n = 15)
max_clade-2x1.0	1241	4	Portugal/PT25383/2022,Portugal/PT26862/2022,Portugal/PT27366/2022,Portugal/PT27934/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-11	2022-02-03	23	3	CENTRO (50.0%), ALENTEJO (25.0%), ALGARVE (25.0%) (n = 4)	27.00 (100.0%) (n = 4)
max_clade-2x1.0	525	2	Portugal/PT21063/2021,Portugal/PT20682/2021	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-06	2021-11-06	0	1	NORTE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	116	3	Portugal/PT24756/2021,Portugal/PT26946/2022,Portugal/PT25263/2022	BA.1.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2021-12-27	2022-01-24	28	1	MADEIRA-RA (100.0%) (n = 3)	28.00 (100.0%) (n = 3)
max_clade-2x1.0	438	7	Portugal/PT24430/2021,Portugal/PT24920/2022,Portugal/PT23545/2021,Portugal/PT24339/2021,Portugal/PT24334/2021,Portugal/PT24345/2021,Portugal/PT23567/2021	AY.43 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-12-12	2022-01-02	21	1	ALENTEJO (100.0%) (n = 7)	7.00 (71.4%), 8.00 (28.6%) (n = 7)
max_clade-2x1.0	379	2	Portugal/PT26180/2022,Portugal/PT28129/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-18	2022-02-08	21	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1350	4	Portugal/PT26814/2022,Portugal/PT27353/2022,Portugal/PT27352/2022,Portugal/PT27360/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-24	2022-01-31	7	1	ACORES-RA (100.0%) (n = 4)	27.00 (100.0%) (n = 4)
max_clade-2x1.0	994	2	Portugal/PT23810/2021,Portugal/PT24197/2021	AY.4.2 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-09	2021-12-17	8	1	ACORES-RA (100.0%) (n = 2)	10.00 (100.0%) (n = 2)
max_clade-2x1.0	1349	9	Portugal/PT25030/2022,Portugal/PT25070/2022,Portugal/PT27121/2022,Portugal/PT27040/2022,Portugal/PT26851/2022,Portugal/PT26491/2022,Portugal/PT27162/2022,Portugal/PT27172/2022,Portugal/PT26490/2022	BA.1 (100.0%) (n = 9)	21K (Omicron) (100.0%) (n = 9)	2022-01-01	2022-01-31	30	4	LX V TEJO (44.4%), CENTRO (22.2%), ALENTEJO (22.2%), ALGARVE (11.1%) (n = 9)	27.00 (100.0%) (n = 9)
max_clade-2x1.0	963	2	Portugal/PT26377/2022,Portugal/PT28067/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-17	2022-02-07	21	1	MADEIRA-RA (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	538	2	Portugal/PT24520/2021,Portugal/PT24336/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-19	2021-12-26	7	1	ALGARVE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	269	2	Portugal/PT23350/2021,Portugal/PT23591/2021	AY.125 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-06	2021-12-12	6	1	LX V TEJO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	986	4	Portugal/PT21281/2021,Portugal/PT21572/2021,Portugal/PT24145/2021,Portugal/PT24147/2021	AY.124 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-14	2021-12-20	36	2	CENTRO (75.0%), LX V TEJO (25.0%) (n = 4)	10.00 (100.0%) (n = 4)
max_clade-2x1.0	468	3	Portugal/PT23101/2021,Portugal/PT24076/2021,Portugal/PT23634/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-05	2021-12-20	15	1	NORTE (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
max_clade-2x1.0	842	13	Portugal/PT20789/2021,Portugal/PT21459/2021,Portugal/PT21457/2021,Portugal/PT21245/2021,Portugal/PT21462/2021,Portugal/PT23741/2021,Portugal/PT21884/2021,Portugal/PT23245/2021,Portugal/PT22617/2021,Portugal/PT22438/2021,Portugal/PT21770/2021,Portugal/PT22679/2021,Portugal/PT21891/2021	AY.5 (100.0%) (n = 13)	21J (Delta) (100.0%) (n = 13)	2021-11-08	2021-12-12	34	3	ALGARVE (76.9%), ALENTEJO (15.4%), NORTE (7.7%) (n = 13)	7.00 (100.0%) (n = 13)
max_clade-2x1.0	469	4	Portugal/PT23137/2021,Portugal/PT23451/2021,Portugal/PT23344/2021,Portugal/PT24185/2021	AY.4 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-05	2021-12-21	16	3	LX V TEJO (50.0%), NORTE (25.0%), MADEIRA-RA (25.0%) (n = 4)	8.00 (100.0%) (n = 4)
max_clade-2x1.0	500	7	Portugal/PT24847/2022,Portugal/PT25048/2022,Portugal/PT25852/2022,Portugal/PT28020/2022,Portugal/PT27994/2022,Portugal/PT28048/2022,Portugal/PT27997/2022	BA.1.1 (100.0%) (n = 7)	21K (Omicron) (100.0%) (n = 7)	2022-01-03	2022-02-07	35	2	ALENTEJO (85.7%), NORTE (14.3%) (n = 7)	28.00 (100.0%) (n = 7)
max_clade-2x1.0	961	6	Portugal/PT25290/2022,Portugal/PT25267/2022,Portugal/PT25826/2022,Portugal/PT25809/2022,Portugal/PT27658/2022,Portugal/PT28079/2022	BA.1 (100.0%) (n = 6)	21K (Omicron) (100.0%) (n = 6)	2022-01-03	2022-02-08	36	2	MADEIRA-RA (83.3%), ALENTEJO (16.7%) (n = 6)	27.00 (100.0%) (n = 6)
max_clade-2x1.0	186	2	Portugal/PT21298/2021,Portugal/PT21300/2021	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-14	2021-11-14	0	1	LX V TEJO (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	125	4	Portugal/PT26971/2022,Portugal/PT24453/2021,Portugal/PT25876/2022,Portugal/PT24981/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2021-12-26	2022-01-24	29	1	NORTE (100.0%) (n = 4)	27.00 (100.0%) (n = 4)
max_clade-2x1.0	999	3	Portugal/PT25808/2022,Portugal/PT27160/2022,Portugal/PT26375/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-10	2022-01-28	18	2	MADEIRA-RA (66.7%), LX V TEJO (33.3%) (n = 3)	27.00 (66.7%), 28.00 (33.3%) (n = 3)
max_clade-2x1.0	1155	3	Portugal/PT24720/2021,Portugal/PT24719/2021,Portugal/PT24721/2021	AY.4.2 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-25	2021-12-25	0	1	CENTRO (100.0%) (n = 3)	10.00 (100.0%) (n = 3)
max_clade-2x1.0	327	2	Portugal/PT20724/2021,Portugal/PT20723/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-06	2021-11-06	0	1	NORTE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	1321	3	Portugal/PT26037/2022,Portugal/PT26552/2022,Portugal/PT28015/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-17	2022-02-07	21	1	ALENTEJO (100.0%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	14	2	Portugal/PT26478/2022,Portugal/PT27133/2022	BA.2 (100.0%) (n = 2)	21L (Omicron) (100.0%) (n = 2)	2022-01-24	2022-02-01	8	1	LX V TEJO (100.0%) (n = 2)	24.00 (100.0%) (n = 2)
max_clade-2x1.0	1231	4	Portugal/PT21658/2021,Portugal/PT21284/2021,Portugal/PT21664/2021,Portugal/PT21463/2021	AY.4 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-15	2021-11-16	1	3	NORTE (50.0%), ALGARVE (25.0%), LX V TEJO (25.0%) (n = 4)	8.00 (100.0%) (n = 4)
max_clade-2x1.0	799	2	Portugal/PT26576/2022,Portugal/PT27090/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-23	2022-01-31	8	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	251	7	Portugal/PT22682/2021,Portugal/PT21466/2021,Portugal/PT23538/2021,Portugal/PT23727/2021,Portugal/PT23228/2021,Portugal/PT23540/2021,Portugal/PT23539/2021	AY.98.1 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-11-15	2021-12-12	27	1	ALGARVE (100.0%) (n = 7)	8.00 (100.0%) (n = 7)
max_clade-2x1.0	835	2	Portugal/PT21834/2021,Portugal/PT21833/2021	AY.5 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-22	2021-11-22	0	1	CENTRO (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	993	4	Portugal/PT20557/2021,Portugal/PT20549/2021,Portugal/PT21406/2021,Portugal/PT22042/2021	AY.4 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-01	2021-11-21	20	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 4)	8.00 (100.0%) (n = 4)
max_clade-2x1.0	536	5	Portugal/PT22693/2021,Portugal/PT22751/2021,Portugal/PT21907/2021,Portugal/PT22692/2021,Portugal/PT22697/2021	AY.5 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-23	2021-11-29	6	2	ALGARVE (80.0%), LX V TEJO (20.0%) (n = 5)	7.00 (100.0%) (n = 5)
max_clade-2x1.0	687	2	Portugal/PT24805/2021,Portugal/PT25972/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-27	2022-01-18	22	2	ALENTEJO (50.0%), NORTE (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	671	6	Portugal/PT22057/2021,Portugal/PT22070/2021,Portugal/PT22056/2021,Portugal/PT22746/2021,Portugal/PT22741/2021,Portugal/PT22943/2021	AY.4 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-21	2021-12-05	14	3	CENTRO (66.7%), LX V TEJO (16.7%), ACORES-RA (16.7%) (n = 6)	8.00 (100.0%) (n = 6)
max_clade-2x1.0	4	2	Portugal/PT21720/2021,Portugal/PT22393/2021	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-11-27	2021-11-30	3	1	LX V TEJO (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	551	2	Portugal/PT23669/2021,Portugal/PT22813/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-30	2021-12-08	8	1	CENTRO (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	384	2	Portugal/PT24787/2021,Portugal/PT26068/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-27	2022-01-18	22	1	NORTE (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	771	2	Portugal/PT22291/2021,Portugal/PT22478/2021	AY.124.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-25	2021-11-29	4	1	LX V TEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	763	2	Portugal/PT21327/2021,Portugal/PT22018/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-15	2021-11-16	1	1	CENTRO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	664	2	Portugal/PT23835/2021,Portugal/PT23836/2021	AY.116 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-13	2021-12-14	1	1	ACORES-RA (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	1255	2	Portugal/PT21989/2021,Portugal/PT22422/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-20	2021-11-27	7	1	NORTE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	750	2	Portugal/PT23461/2021,Portugal/PT23462/2021	AY.103 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-13	2021-12-13	0	1	ALENTEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	1087	3	Portugal/PT21932/2021,Portugal/PT21696/2021,Portugal/PT22325/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-16	2021-11-27	11	2	NORTE (66.7%), LX V TEJO (33.3%) (n = 3)	8.00 (66.7%), 9.00 (33.3%) (n = 3)
max_clade-2x1.0	571	2	Portugal/PT23823/2021,Portugal/PT23821/2021	AY.124.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-11	2021-12-11	0	1	ACORES-RA (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	1360	2	Portugal/PT25933/2022,Portugal/PT25599/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-10	2022-01-16	6	2	ALENTEJO (50.0%), LX V TEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	528	2	Portugal/PT23779/2021,Portugal/PT24617/2021	B.1.617.2 (50.0%), AY.94 (50.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-13	2021-12-27	14	1	CENTRO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	137	2	Portugal/PT22274/2021,Portugal/PT23859/2021	AY.98.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-19	2021-12-13	24	2	ALENTEJO (50.0%), NORTE (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	220	2	Portugal/PT28101/2022,Portugal/PT25085/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-03	2022-02-06	34	1	NORTE (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1092	4	Portugal/PT26405/2022,Portugal/PT25555/2022,Portugal/PT27654/2022,Portugal/PT26119/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-11	2022-02-07	27	3	ALENTEJO (50.0%), CENTRO (25.0%), ALGARVE (25.0%) (n = 4)	27.00 (100.0%) (n = 4)
max_clade-2x1.0	1083	3	Portugal/PT20632/2021,Portugal/PT22279/2021,Portugal/PT20663/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-01	2021-11-19	18	1	NORTE (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
max_clade-2x1.0	1111	2	Portugal/PT22402/2021,Portugal/PT22342/2021	AY.43.5 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-29	2021-11-29	0	2	ALENTEJO (50.0%), NORTE (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	235	2	Portugal/PT24619/2021,Portugal/PT26751/2022	BA.1.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-28	2022-01-25	28	1	NORTE (100.0%) (n = 2)	28.00 (100.0%) (n = 2)
max_clade-2x1.0	608	2	Portugal/PT27326/2022,Portugal/PT27705/2022	BA.1.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-31	2022-02-07	7	2	ALENTEJO (50.0%), NORTE (50.0%) (n = 2)	28.00 (100.0%) (n = 2)
max_clade-2x1.0	6	2	Portugal/PT24417/2021,Portugal/PT25945/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-26	2022-01-16	21	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	120	2	Portugal/PT25776/2022,Portugal/PT26190/2022	BA.1.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-11	2022-01-13	2	2	LX V TEJO (50.0%), NORTE (50.0%) (n = 2)	28.00 (50.0%), 29.00 (50.0%) (n = 2)
max_clade-2x1.0	198	2	Portugal/PT20583/2021,Portugal/PT20578/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-01	2021-11-01	0	1	MADEIRA-RA (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	441	5	Portugal/PT23426/2021,Portugal/PT21584/2021,Portugal/PT21890/2021,Portugal/PT22167/2021,Portugal/PT22170/2021	AY.125 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-14	2021-12-11	27	2	LX V TEJO (80.0%), ALGARVE (20.0%) (n = 5)	8.00 (100.0%) (n = 5)
max_clade-2x1.0	1070	5	Portugal/PT22472/2021,Portugal/PT22493/2021,Portugal/PT22492/2021,Portugal/PT23111/2021,Portugal/PT23112/2021	AY.124 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-25	2021-12-04	9	2	NORTE (60.0%), CENTRO (40.0%) (n = 5)	8.00 (100.0%) (n = 5)
max_clade-2x1.0	871	2	Portugal/PT27438/2022,Portugal/PT27439/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-31	2022-01-31	0	1	ALENTEJO (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	872	14	Portugal/PT25903/2022,Portugal/PT26296/2022,Portugal/PT27204/2022,Portugal/PT24929/2022,Portugal/PT27253/2022,Portugal/PT27089/2022,Portugal/PT25498/2022,Portugal/PT26311/2022,Portugal/PT27125/2022,Portugal/PT27783/2022,Portugal/PT27205/2022,Portugal/PT27202/2022,Portugal/PT27206/2022,Portugal/PT27203/2022	BA.1 (100.0%) (n = 14)	21K (Omicron) (100.0%) (n = 14)	2022-01-04	2022-02-06	33	5	ALGARVE (35.7%), CENTRO (21.4%), ALENTEJO (14.3%), LX V TEJO (14.3%), NORTE (14.3%) (n = 14)	27.00 (100.0%) (n = 14)
max_clade-2x1.0	791	5	Portugal/PT20959/2021,Portugal/PT21527/2021,Portugal/PT20962/2021,Portugal/PT20961/2021,Portugal/PT20960/2021	AY.4.2 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-06	2021-11-13	7	1	ACORES-RA (100.0%) (n = 5)	10.00 (100.0%) (n = 5)
max_clade-2x1.0	515	3	Portugal/PT24930/2022,Portugal/PT24922/2022,Portugal/PT24921/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-02	2022-01-04	2	1	ALENTEJO (100.0%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	1169	5	Portugal/PT22531/2021,Portugal/PT22314/2021,Portugal/PT24143/2021,Portugal/PT23651/2021,Portugal/PT24148/2021	AY.43 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-28	2021-12-21	23	3	CENTRO (40.0%), NORTE (40.0%), ALENTEJO (20.0%) (n = 5)	7.00 (100.0%) (n = 5)
max_clade-2x1.0	35	4	Portugal/PT24972/2022,Portugal/PT26062/2022,Portugal/PT27746/2022,Portugal/PT27747/2022	BA.1.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-04	2022-02-07	34	2	ALGARVE (50.0%), NORTE (50.0%) (n = 4)	28.00 (100.0%) (n = 4)
max_clade-2x1.0	453	6	Portugal/PT21257/2021,Portugal/PT21773/2021,Portugal/PT22557/2021,Portugal/PT22895/2021,Portugal/PT23986/2021,Portugal/PT23088/2021	AY.124 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-15	2021-12-20	35	2	ALENTEJO (83.3%), NORTE (16.7%) (n = 6)	8.00 (100.0%) (n = 6)
max_clade-2x1.0	175	14	Portugal/PT24483/2021,Portugal/PT24484/2021,Portugal/PT25304/2022,Portugal/PT24370/2021,Portugal/PT24486/2021,Portugal/PT24497/2021,Portugal/PT24510/2021,Portugal/PT24512/2021,Portugal/PT24508/2021,Portugal/PT24509/2021,Portugal/PT24513/2021,Portugal/PT24511/2021,Portugal/PT24515/2021,Portugal/PT28012/2022	BA.1 (100.0%) (n = 14)	21K (Omicron) (100.0%) (n = 14)	2021-12-21	2022-02-07	48	1	ALENTEJO (100.0%) (n = 14)	27.00 (92.9%), 28.00 (7.1%) (n = 14)
max_clade-2x1.0	605	2	Portugal/PT25131/2022,Portugal/PT27780/2022	BA.1.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-02	2022-02-08	37	2	LX V TEJO (50.0%), NORTE (50.0%) (n = 2)	28.00 (100.0%) (n = 2)
max_clade-2x1.0	339	2	Portugal/PT21595/2021,Portugal/PT21599/2021	AY.121 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-15	2021-11-15	0	1	ALENTEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	815	2	Portugal/PT26663/2022,Portugal/PT26560/2022	BA.1.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-23	2022-01-23	0	2	ALENTEJO (50.0%), NORTE (50.0%) (n = 2)	28.00 (100.0%) (n = 2)
max_clade-2x1.0	870	2	Portugal/PT22757/2021,Portugal/PT22758/2021	AY.4.2 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-29	2021-11-29	0	1	MADEIRA-RA (100.0%) (n = 2)	10.00 (100.0%) (n = 2)
max_clade-2x1.0	65	3	Portugal/PT26789/2022,Portugal/PT27349/2022,Portugal/PT26798/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-21	2022-01-31	10	1	ACORES-RA (100.0%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	37	2	Portugal/PT23416/2021,Portugal/PT23978/2021	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-11	2021-12-21	10	1	LX V TEJO (100.0%) (n = 2)	25.00 (100.0%) (n = 2)
max_clade-2x1.0	855	2	Portugal/PT21108/2021,Portugal/PT23037/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-12-04	26	2	CENTRO (50.0%), NORTE (50.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	333	14	Portugal/PT20706/2021,Portugal/PT21404/2021,Portugal/PT21405/2021,Portugal/PT20699/2021,Portugal/PT21394/2021,Portugal/PT22025/2021,Portugal/PT22033/2021,Portugal/PT22804/2021,Portugal/PT23276/2021,Portugal/PT20691/2021,Portugal/PT21395/2021,Portugal/PT20709/2021,Portugal/PT22019/2021,Portugal/PT20703/2021	AY.43 (100.0%) (n = 14)	21J (Delta) (100.0%) (n = 14)	2021-11-04	2021-12-05	31	3	CENTRO (71.4%), NORTE (21.4%), ACORES-RA (7.1%) (n = 14)	8.00 (92.9%), 9.00 (7.1%) (n = 14)
max_clade-2x1.0	193	2	Portugal/PT23858/2021,Portugal/PT21929/2021	AY.98.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-23	2021-12-14	21	1	NORTE (100.0%) (n = 2)	8.00 (50.0%), 9.00 (50.0%) (n = 2)
max_clade-2x1.0	243	2	Portugal/PT26330/2022,Portugal/PT26150/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-16	2022-01-16	0	1	NORTE (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	677	2	Portugal/PT20870/2021,Portugal/PT21751/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-22	14	1	ALENTEJO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
