partition	cluster	cluster_length	samples	lineage	clade_membership	first_seq_date	last_seq_date	timespan_days	n_Health_region	Health_region	S1_mutations
root_dist-46x1.0	131	4	Portugal/PT21302/2021,Portugal/PT21183/2021,Portugal/PT21179/2021,Portugal/PT21159/2021	AY.22 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-07	2021-11-15	8	1	LX V TEJO (100.0%) (n = 4)	9.00 (100.0%) (n = 4)
root_dist-46x1.0	148	5	Portugal/PT20959/2021,Portugal/PT21527/2021,Portugal/PT20962/2021,Portugal/PT20961/2021,Portugal/PT20960/2021	AY.4.2 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-06	2021-11-13	7	1	ACORES-RA (100.0%) (n = 5)	10.00 (100.0%) (n = 5)
root_dist-46x1.0	179	165	Portugal/PT25657/2022,Portugal/PT25660/2022,Portugal/PT25662/2022,Portugal/PT25656/2022,Portugal/PT28021/2022,Portugal/PT27391/2022,Portugal/PT25659/2022,Portugal/PT26606/2022,Portugal/PT27796/2022,Portugal/PT25655/2022,Portugal/PT26613/2022,Portugal/PT25387/2022,Portugal/PT27668/2022,Portugal/PT27676/2022,Portugal/PT27149/2022,Portugal/PT27674/2022,Portugal/PT27153/2022,Portugal/PT27669/2022,Portugal/PT27667/2022,Portugal/PT27610/2022,Portugal/PT27861/2022,Portugal/PT27146/2022,Portugal/PT27147/2022,Portugal/PT27144/2022,Portugal/PT27778/2022,Portugal/PT28114/2022,Portugal/PT27151/2022,Portugal/PT27141/2022,Portugal/PT27673/2022,Portugal/PT27922/2022,Portugal/PT25390/2022,Portugal/PT27063/2022,Portugal/PT27604/2022,Portugal/PT27678/2022,Portugal/PT27061/2022,Portugal/PT27634/2022,Portugal/PT27845/2022,Portugal/PT27449/2022,Portugal/PT27666/2022,Portugal/PT27109/2022,Portugal/PT27679/2022,Portugal/PT27459/2022,Portugal/PT26572/2022,Portugal/PT27883/2022,Portugal/PT27964/2022,Portugal/PT27632/2022,Portugal/PT25951/2022,Portugal/PT27868/2022,Portugal/PT27615/2022,Portugal/PT27867/2022,Portugal/PT28081/2022,Portugal/PT25661/2022,Portugal/PT26478/2022,Portugal/PT27133/2022,Portugal/PT26973/2022,Portugal/PT27025/2022,Portugal/PT28059/2022,Portugal/PT28060/2022,Portugal/PT28064/2022,Portugal/PT27842/2022,Portugal/PT25201/2022,Portugal/PT25460/2022,Portugal/PT28061/2022,Portugal/PT27760/2022,Portugal/PT27223/2022,Portugal/PT27753/2022,Portugal/PT27514/2022,Portugal/PT27714/2022,Portugal/PT26901/2022,Portugal/PT28083/2022,Portugal/PT28089/2022,Portugal/PT27458/2022,Portugal/PT27455/2022,Portugal/PT27939/2022,Portugal/PT27834/2022,Portugal/PT25651/2022,Portugal/PT27717/2022,Portugal/PT28057/2022,Portugal/PT27030/2022,Portugal/PT27898/2022,Portugal/PT27247/2022,Portugal/PT27251/2022,Portugal/PT26969/2022,Portugal/PT26966/2022,Portugal/PT28130/2022,Portugal/PT27812/2022,Portugal/PT27810/2022,Portugal/PT27019/2022,Portugal/PT27017/2022,Portugal/PT27020/2022,Portugal/PT27166/2022,Portugal/PT25863/2022,Portugal/PT25696/2022,Portugal/PT28069/2022,Portugal/PT27640/2022,Portugal/PT26703/2022,Portugal/PT25936/2022,Portugal/PT27713/2022,Portugal/PT27427/2022,Portugal/PT27685/2022,Portugal/PT26962/2022,Portugal/PT27004/2022,Portugal/PT25938/2022,Portugal/PT27716/2022,Portugal/PT27862/2022,Portugal/PT27684/2022,Portugal/PT26003/2022,Portugal/PT27690/2022,Portugal/PT27660/2022,Portugal/PT26866/2022,Portugal/PT28002/2022,Portugal/PT27069/2022,Portugal/PT27075/2022,Portugal/PT27827/2022,Portugal/PT27545/2022,Portugal/PT27547/2022,Portugal/PT27188/2022,Portugal/PT27751/2022,Portugal/PT27737/2022,Portugal/PT27190/2022,Portugal/PT27752/2022,Portugal/PT25658/2022,Portugal/PT27213/2022,Portugal/PT26977/2022,Portugal/PT27726/2022,Portugal/PT27244/2022,Portugal/PT27232/2022,Portugal/PT27937/2022,Portugal/PT27824/2022,Portugal/PT26670/2022,Portugal/PT26838/2022,Portugal/PT27723/2022,Portugal/PT27197/2022,Portugal/PT27730/2022,Portugal/PT27390/2022,Portugal/PT27516/2022,Portugal/PT28003/2022,Portugal/PT27068/2022,Portugal/PT27661/2022,Portugal/PT28023/2022,Portugal/PT27633/2022,Portugal/PT27018/2022,Portugal/PT27701/2022,Portugal/PT27037/2022,Portugal/PT28006/2022,Portugal/PT28005/2022,Portugal/PT27543/2022,Portugal/PT27851/2022,Portugal/PT26750/2022,Portugal/PT28109/2022,Portugal/PT27742/2022,Portugal/PT28108/2022,Portugal/PT25997/2022,Portugal/PT26468/2022,Portugal/PT27835/2022,Portugal/PT27744/2022,Portugal/PT27743/2022,Portugal/PT27193/2022,Portugal/PT27469/2022,Portugal/PT27653/2022,Portugal/PT27201/2022,Portugal/PT27177/2022,Portugal/PT27708/2022,Portugal/PT27707/2022,Portugal/PT27836/2022	BA.2 (100.0%) (n = 165)	21L (Omicron) (100.0%) (n = 165)	2022-01-02	2022-02-08	37	7	LX V TEJO (24.8%), CENTRO (20.0%), NORTE (17.0%), ALENTEJO (16.4%), ALGARVE (15.2%), MADEIRA-RA (4.8%), ACORES-RA (1.8%) (n = 165)	24.00 (97.6%), 23.00 (2.4%) (n = 165)
root_dist-46x1.0	34	3	Portugal/PT22209/2021,Portugal/PT22202/2021,Portugal/PT22201/2021	AY.98.1 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-22	2021-11-22	0	1	MADEIRA-RA (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-46x1.0	134	3	Portugal/PT23352/2021,Portugal/PT22309/2021,Portugal/PT23343/2021	AY.22 (66.7%), AY.122 (33.3%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-28	2021-12-06	8	2	LX V TEJO (66.7%), ALENTEJO (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-46x1.0	40	10	Portugal/PT21181/2021,Portugal/PT21135/2021,Portugal/PT21137/2021,Portugal/PT20488/2021,Portugal/PT21184/2021,Portugal/PT21182/2021,Portugal/PT21412/2021,Portugal/PT21304/2021,Portugal/PT21107/2021,Portugal/PT22203/2021	AY.33 (40.0%), AY.102 (40.0%), B.1.617.2 (10.0%), AY.46 (10.0%) (n = 10)	21J (Delta) (100.0%) (n = 10)	2021-11-02	2021-11-22	20	3	LX V TEJO (80.0%), CENTRO (10.0%), MADEIRA-RA (10.0%) (n = 10)	10.00 (100.0%) (n = 10)
root_dist-46x1.0	129	3	Portugal/PT25844/2022,Portugal/PT22061/2021,Portugal/PT22062/2021	AY.36 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-22	2022-01-09	48	2	CENTRO (66.7%), NORTE (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-46x1.0	30	5	Portugal/PT21881/2021,Portugal/PT21879/2021,Portugal/PT23537/2021,Portugal/PT23742/2021,Portugal/PT23743/2021	AY.5 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-21	2021-12-12	21	1	ALGARVE (100.0%) (n = 5)	7.00 (100.0%) (n = 5)
root_dist-46x1.0	69	5	Portugal/PT23556/2021,Portugal/PT23461/2021,Portugal/PT23462/2021,Portugal/PT23555/2021,Portugal/PT25079/2022	AY.103 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-12-13	2022-01-02	20	2	ALENTEJO (80.0%), CENTRO (20.0%) (n = 5)	9.00 (100.0%) (n = 5)
root_dist-46x1.0	53	3	Portugal/PT21983/2021,Portugal/PT20310/2021,Portugal/PT21925/2021	AY.125 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-02	2021-11-22	20	1	NORTE (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-46x1.0	32	21	Portugal/PT20852/2021,Portugal/PT21196/2021,Portugal/PT21136/2021,Portugal/PT21962/2021,Portugal/PT21674/2021,Portugal/PT24078/2021,Portugal/PT24592/2021,Portugal/PT21345/2021,Portugal/PT22259/2021,Portugal/PT20664/2021,Portugal/PT22368/2021,Portugal/PT21924/2021,Portugal/PT23087/2021,Portugal/PT20910/2021,Portugal/PT21433/2021,Portugal/PT23779/2021,Portugal/PT24617/2021,Portugal/PT20470/2021,Portugal/PT24598/2021,Portugal/PT21659/2021,Portugal/PT22516/2021	AY.94 (90.5%), B.1.617.2 (9.5%) (n = 21)	21J (Delta) (100.0%) (n = 21)	2021-11-02	2021-12-28	56	4	NORTE (71.4%), CENTRO (19.0%), ALENTEJO (4.8%), LX V TEJO (4.8%) (n = 21)	7.00 (76.2%), 8.00 (23.8%) (n = 21)
root_dist-46x1.0	100	24	Portugal/PT22930/2021,Portugal/PT21267/2021,Portugal/PT22549/2021,Portugal/PT22547/2021,Portugal/PT22551/2021,Portugal/PT22585/2021,Portugal/PT22911/2021,Portugal/PT22568/2021,Portugal/PT22559/2021,Portugal/PT22897/2021,Portugal/PT22898/2021,Portugal/PT22893/2021,Portugal/PT23579/2021,Portugal/PT23581/2021,Portugal/PT22583/2021,Portugal/PT22908/2021,Portugal/PT22926/2021,Portugal/PT22927/2021,Portugal/PT22906/2021,Portugal/PT22907/2021,Portugal/PT22570/2021,Portugal/PT22571/2021,Portugal/PT22589/2021,Portugal/PT22558/2021	AY.124 (100.0%) (n = 24)	21J (Delta) (100.0%) (n = 24)	2021-11-16	2021-12-14	28	2	ALENTEJO (91.7%), LX V TEJO (8.3%) (n = 24)	8.00 (100.0%) (n = 24)
root_dist-46x1.0	81	5	Portugal/PT20625/2021,Portugal/PT20821/2021,Portugal/PT22011/2021,Portugal/PT23064/2021,Portugal/PT24325/2021	AY.124 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-01	2021-12-20	49	4	LX V TEJO (40.0%), CENTRO (20.0%), ALENTEJO (20.0%), ACORES-RA (20.0%) (n = 5)	9.00 (100.0%) (n = 5)
root_dist-46x1.0	102	17	Portugal/PT21263/2021,Portugal/PT21252/2021,Portugal/PT21251/2021,Portugal/PT23549/2021,Portugal/PT21731/2021,Portugal/PT21774/2021,Portugal/PT21757/2021,Portugal/PT21775/2021,Portugal/PT22921/2021,Portugal/PT22562/2021,Portugal/PT22563/2021,Portugal/PT21257/2021,Portugal/PT21773/2021,Portugal/PT22557/2021,Portugal/PT22895/2021,Portugal/PT23986/2021,Portugal/PT23088/2021	AY.124 (100.0%) (n = 17)	21J (Delta) (100.0%) (n = 17)	2021-11-15	2021-12-20	35	3	ALENTEJO (88.2%), NORTE (5.9%), ALGARVE (5.9%) (n = 17)	8.00 (64.7%), 9.00 (35.3%) (n = 17)
root_dist-46x1.0	23	6	Portugal/PT21153/2021,Portugal/PT21147/2021,Portugal/PT21145/2021,Portugal/PT21146/2021,Portugal/PT21152/2021,Portugal/PT21154/2021	AY.43 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-05	2021-11-09	4	2	ALENTEJO (83.3%), ALGARVE (16.7%) (n = 6)	8.00 (100.0%) (n = 6)
root_dist-46x1.0	50	2	Portugal/PT20866/2021,Portugal/PT20863/2021	AY.6 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-08	0	1	ALENTEJO (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
root_dist-46x1.0	86	16	Portugal/PT20197/2021,Portugal/PT20483/2021,Portugal/PT20482/2021,Portugal/PT22164/2021,Portugal/PT21003/2021,Portugal/PT22242/2021,Portugal/PT21408/2021,Portugal/PT24117/2021,Portugal/PT21209/2021,Portugal/PT24043/2021,Portugal/PT23028/2021,Portugal/PT23033/2021,Portugal/PT23029/2021,Portugal/PT22016/2021,Portugal/PT22981/2021,Portugal/PT22494/2021	AY.124 (100.0%) (n = 16)	21J (Delta) (100.0%) (n = 16)	2021-11-01	2021-12-20	49	3	LX V TEJO (37.5%), CENTRO (31.2%), NORTE (31.2%) (n = 16)	11.00 (50.0%), 10.00 (43.8%), 12.00 (6.2%) (n = 16)
root_dist-46x1.0	126	2	Portugal/PT22095/2021,Portugal/PT22106/2021	AY.36 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-17	2021-11-19	2	1	ACORES-RA (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-46x1.0	91	6	Portugal/PT20485/2021,Portugal/PT21111/2021,Portugal/PT20999/2021,Portugal/PT20993/2021,Portugal/PT20847/2021,Portugal/PT20848/2021	AY.124 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-02	2021-11-08	6	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 6)	9.00 (100.0%) (n = 6)
root_dist-46x1.0	96	3	Portugal/PT22616/2021,Portugal/PT22615/2021,Portugal/PT22612/2021	AY.124 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-26	2021-11-29	3	1	ALENTEJO (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-46x1.0	113	2	Portugal/PT24476/2021,Portugal/PT24478/2021	AY.129 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-26	2021-12-26	0	1	ALENTEJO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-46x1.0	29	5	Portugal/PT20436/2021,Portugal/PT22445/2021,Portugal/PT23782/2021,Portugal/PT20661/2021,Portugal/PT20442/2021	AY.43 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-02	2021-12-14	42	1	CENTRO (100.0%) (n = 5)	7.00 (100.0%) (n = 5)
root_dist-46x1.0	44	7	Portugal/PT21320/2021,Portugal/PT21161/2021,Portugal/PT21160/2021,Portugal/PT20189/2021,Portugal/PT20202/2021,Portugal/PT20188/2021,Portugal/PT20187/2021	AY.34.1 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-11-01	2021-11-15	14	1	LX V TEJO (100.0%) (n = 7)	9.00 (71.4%), 10.00 (28.6%) (n = 7)
root_dist-46x1.0	10	2	Portugal/PT24846/2022,Portugal/PT24844/2022	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2022-01-03	2022-01-03	0	1	ALENTEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-46x1.0	137	3	Portugal/PT23370/2021,Portugal/PT23369/2021,Portugal/PT23368/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-08	2021-12-08	0	1	MADEIRA-RA (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-46x1.0	94	5	Portugal/PT21951/2021,Portugal/PT21828/2021,Portugal/PT21832/2021,Portugal/PT21423/2021,Portugal/PT21414/2021	AY.124 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-15	2021-11-23	8	1	CENTRO (100.0%) (n = 5)	8.00 (100.0%) (n = 5)
root_dist-46x1.0	49	9	Portugal/PT21248/2021,Portugal/PT21752/2021,Portugal/PT21247/2021,Portugal/PT21249/2021,Portugal/PT20902/2021,Portugal/PT21243/2021,Portugal/PT21597/2021,Portugal/PT21270/2021,Portugal/PT21244/2021	AY.6 (100.0%) (n = 9)	21J (Delta) (100.0%) (n = 9)	2021-11-09	2021-11-22	13	1	ALENTEJO (100.0%) (n = 9)	7.00 (100.0%) (n = 9)
root_dist-47x1.0	101	7	Portugal/PT23666/2021,Portugal/PT23164/2021,Portugal/PT25188/2022,Portugal/PT23657/2021,Portugal/PT23498/2021,Portugal/PT24163/2021,Portugal/PT24162/2021	AY.36 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-12-05	2022-01-04	30	3	NORTE (71.4%), CENTRO (14.3%), ALENTEJO (14.3%) (n = 7)	9.00 (100.0%) (n = 7)
root_dist-47x1.0	78	3	Portugal/PT22572/2021,Portugal/PT23541/2021,Portugal/PT23553/2021	AY.124 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-28	2021-12-13	15	1	ALENTEJO (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	31	3	Portugal/PT23281/2021,Portugal/PT20402/2021,Portugal/PT20652/2021	AY.34.1 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-01	2021-12-06	35	2	NORTE (66.7%), CENTRO (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-47x1.0	56	63	Portugal/PT23510/2021,Portugal/PT21984/2021,Portugal/PT22511/2021,Portugal/PT23411/2021,Portugal/PT23772/2021,Portugal/PT23713/2021,Portugal/PT24571/2021,Portugal/PT22255/2021,Portugal/PT23080/2021,Portugal/PT24131/2021,Portugal/PT24642/2021,Portugal/PT23637/2021,Portugal/PT24767/2021,Portugal/PT23855/2021,Portugal/PT23721/2021,Portugal/PT23074/2021,Portugal/PT23023/2021,Portugal/PT23714/2021,Portugal/PT23083/2021,Portugal/PT23086/2021,Portugal/PT24110/2021,Portugal/PT24107/2021,Portugal/PT24369/2021,Portugal/PT23105/2021,Portugal/PT23853/2021,Portugal/PT23936/2021,Portugal/PT21917/2021,Portugal/PT21926/2021,Portugal/PT22088/2021,Portugal/PT25173/2022,Portugal/PT23820/2021,Portugal/PT23819/2021,Portugal/PT23828/2021,Portugal/PT23818/2021,Portugal/PT23839/2021,Portugal/PT23846/2021,Portugal/PT23840/2021,Portugal/PT23155/2021,Portugal/PT23626/2021,Portugal/PT24156/2021,Portugal/PT23647/2021,Portugal/PT23725/2021,Portugal/PT22370/2021,Portugal/PT23209/2021,Portugal/PT22371/2021,Portugal/PT22538/2021,Portugal/PT22457/2021,Portugal/PT23300/2021,Portugal/PT23127/2021,Portugal/PT22522/2021,Portugal/PT23119/2021,Portugal/PT24171/2021,Portugal/PT24063/2021,Portugal/PT23092/2021,Portugal/PT23398/2021,Portugal/PT23847/2021,Portugal/PT23948/2021,Portugal/PT23826/2021,Portugal/PT23850/2021,Portugal/PT24114/2021,Portugal/PT24191/2021,Portugal/PT23622/2021,Portugal/PT23633/2021	AY.42 (100.0%) (n = 63)	21J (Delta) (100.0%) (n = 63)	2021-11-19	2022-01-04	46	5	NORTE (69.8%), ACORES-RA (19.0%), CENTRO (7.9%), ALENTEJO (1.6%), MADEIRA-RA (1.6%) (n = 63)	9.00 (96.8%), 10.00 (3.2%) (n = 63)
root_dist-47x1.0	99	5	Portugal/PT24851/2022,Portugal/PT23917/2021,Portugal/PT24566/2021,Portugal/PT23970/2021,Portugal/PT24652/2021	AY.127 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-12-14	2022-01-03	20	2	LX V TEJO (60.0%), CENTRO (40.0%) (n = 5)	8.00 (80.0%), 9.00 (20.0%) (n = 5)
root_dist-47x1.0	141	2473	list is too large, check *metadata_w_partitions.tsv	AY.4 (19.3%), AY.5 (15.3%), AY.43 (14.6%), AY.43.5 (6.6%), AY.122 (6.0%), AY.4.2 (4.8%), AY.26 (4.4%), B.1.617.2 (3.7%), AY.102 (3.0%), AY.124 (2.5%), AY.103 (2.4%), AY.121 (1.9%), AY.125 (1.8%), AY.42 (1.6%), AY.46 (1.4%), AY.98.1 (1.1%), AY.46.6 (0.8%), AY.9.2 (0.7%), AY.5.4 (0.7%), AY.22 (0.6%), AY.126 (0.6%), AY.36 (0.5%), AY.4.9 (0.4%), AY.129 (0.4%), AY.120 (0.4%), AY.6 (0.3%), AY.33 (0.3%), AY.94 (0.3%), AY.25 (0.3%), AY.25.1 (0.3%), AY.4.5 (0.2%), AY.39 (0.2%), AY.91 (0.2%), AY.4.2.2 (0.2%), AY.34 (0.2%), AY.112 (0.2%), AY.4.10 (0.1%), AY.98 (0.1%), AY.123 (0.1%), AY.133 (0.1%), AY.66 (0.1%), AY.45 (0.1%), AY.118 (0.1%), AY.43.4 (0.1%), AY.119 (0.1%), AY.106 (0.1%), AY.44 (0.1%), AY.70 (0.1%), AY.122.2 (0.1%), AY.4.2.1 (0.1%), AY.25.3 (0.0%), B (0.0%), AY.43.1 (0.0%), AY.23 (0.0%), AY.99.2 (0.0%), AY.39.2 (0.0%), AY.100 (0.0%), AY.127 (0.0%), AY.122.4 (0.0%), AY.3 (0.0%), B.1.36.17 (0.0%), AY.4.2.3 (0.0%), AY.4.7 (0.0%), AY.117 (0.0%), AY.4.4 (0.0%), AY.116 (0.0%) (n = 2473)	21J (Delta) (94.2%), 21I (Delta) (5.6%), 21A (Delta) (0.1%), 20A (0.0%), 19A (0.0%) (n = 2473)	2019-12-26	2022-02-06	773	8	NORTE (19.8%), CENTRO (18.5%), LX V TEJO (17.5%), ALENTEJO (14.8%), ALGARVE (14.3%), MADEIRA-RA (8.7%), ACORES-RA (6.3%), EMPTY (0.0%) (n = 2473)	8.00 (50.3%), 7.00 (31.5%), 9.00 (11.6%), 10.00 (5.9%), 11.00 (0.6%), 6.00 (0.1%), EMPTY (0.0%) (n = 2473)
root_dist-47x1.0	117	5	Portugal/PT20959/2021,Portugal/PT21527/2021,Portugal/PT20962/2021,Portugal/PT20961/2021,Portugal/PT20960/2021	AY.4.2 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-06	2021-11-13	7	1	ACORES-RA (100.0%) (n = 5)	10.00 (100.0%) (n = 5)
root_dist-47x1.0	6	12	Portugal/PT21119/2021,Portugal/PT21660/2021,Portugal/PT21496/2021,Portugal/PT23075/2021,Portugal/PT21976/2021,Portugal/PT20408/2021,Portugal/PT21921/2021,Portugal/PT21654/2021,Portugal/PT22419/2021,Portugal/PT23069/2021,Portugal/PT23125/2021,Portugal/PT24097/2021	AY.122 (100.0%) (n = 12)	21J (Delta) (100.0%) (n = 12)	2021-11-01	2021-12-21	50	1	NORTE (100.0%) (n = 12)	8.00 (83.3%), 9.00 (16.7%) (n = 12)
root_dist-47x1.0	120	4	Portugal/PT23559/2021,Portugal/PT24030/2021,Portugal/PT24523/2021,Portugal/PT24517/2021	AY.4.2.1 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-13	2021-12-26	13	2	ALGARVE (75.0%), ALENTEJO (25.0%) (n = 4)	11.00 (75.0%), 12.00 (25.0%) (n = 4)
root_dist-47x1.0	109	3	Portugal/PT23370/2021,Portugal/PT23369/2021,Portugal/PT23368/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-08	2021-12-08	0	1	MADEIRA-RA (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	103	2	Portugal/PT20198/2021,Portugal/PT21301/2021	AY.22 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-01	2021-11-15	14	1	LX V TEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	118	2	Portugal/PT22134/2021,Portugal/PT22133/2021	AY.4.2.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-21	2021-11-21	0	1	ACORES-RA (100.0%) (n = 2)	11.00 (100.0%) (n = 2)
root_dist-47x1.0	90	2	Portugal/PT21991/2021,Portugal/PT22425/2021	AY.120 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-20	2021-11-26	6	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	111	4	Portugal/PT23137/2021,Portugal/PT23451/2021,Portugal/PT23344/2021,Portugal/PT24185/2021	AY.4 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-05	2021-12-21	16	3	LX V TEJO (50.0%), NORTE (25.0%), MADEIRA-RA (25.0%) (n = 4)	8.00 (100.0%) (n = 4)
root_dist-47x1.0	108	4	Portugal/PT23495/2021,Portugal/PT24712/2021,Portugal/PT23861/2021,Portugal/PT23862/2021	B.1.617.2 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-13	2021-12-27	14	1	ALENTEJO (100.0%) (n = 4)	9.00 (75.0%), 10.00 (25.0%) (n = 4)
root_dist-47x1.0	18	2	Portugal/PT23742/2021,Portugal/PT23743/2021	AY.5 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-12	2021-12-12	0	1	ALGARVE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
root_dist-47x1.0	17	5	Portugal/PT20436/2021,Portugal/PT22445/2021,Portugal/PT23782/2021,Portugal/PT20661/2021,Portugal/PT20442/2021	AY.43 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-02	2021-12-14	42	1	CENTRO (100.0%) (n = 5)	7.00 (100.0%) (n = 5)
root_dist-47x1.0	89	5	Portugal/PT20356/2021,Portugal/PT20361/2021,Portugal/PT22534/2021,Portugal/PT20841/2021,Portugal/PT20842/2021	AY.85 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-01	2021-11-28	27	3	ALGARVE (40.0%), ALENTEJO (40.0%), NORTE (20.0%) (n = 5)	10.00 (60.0%), 8.00 (20.0%), 11.00 (20.0%) (n = 5)
root_dist-47x1.0	84	3	Portugal/PT20441/2021,Portugal/PT20916/2021,Portugal/PT20906/2021	AY.124 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-02	2021-11-08	6	1	CENTRO (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	76	3	Portugal/PT22507/2021,Portugal/PT21212/2021,Portugal/PT22222/2021	AY.124 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-15	2021-11-25	10	1	LX V TEJO (100.0%) (n = 3)	10.00 (100.0%) (n = 3)
root_dist-47x1.0	136	3	Portugal/PT21492/2021,Portugal/PT22252/2021,Portugal/PT25193/2021	AY.99.2 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-13	2021-12-21	38	1	NORTE (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	73	2	Portugal/PT20847/2021,Portugal/PT20848/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-08	0	1	LX V TEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	16	2	Portugal/PT22956/2021,Portugal/PT23179/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-03	2021-12-04	1	2	ALENTEJO (50.0%), LX V TEJO (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	35	3	Portugal/PT21983/2021,Portugal/PT20310/2021,Portugal/PT21925/2021	AY.125 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-02	2021-11-22	20	1	NORTE (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-47x1.0	70	9	Portugal/PT21084/2021,Portugal/PT20636/2021,Portugal/PT21114/2021,Portugal/PT21140/2021,Portugal/PT21354/2021,Portugal/PT22381/2021,Portugal/PT21686/2021,Portugal/PT22386/2021,Portugal/PT22281/2021	AY.124 (100.0%) (n = 9)	21J (Delta) (100.0%) (n = 9)	2021-11-01	2021-11-29	28	1	NORTE (100.0%) (n = 9)	9.00 (100.0%) (n = 9)
